|1.2|E|+5|,|#.#|E+|#|,123456.789,Exponents
|1e-5|,|#,e-#|,1.23456789E-05,Exponents, Debug
|1e-5|,|#e-#,|,1.23456789E-05,Exponents
|1%e-5|,|#%e-#|,1.23456789E-05,Exponents
|1e-5%|,|#e-#%|,1.23456789E-05,Exponents
|1|e|-5|,|#|e-|#|,1.23456789E-05,Exponents
|1.2|e|-5|,|#.#|e-|#|,1.23456789E-05,Exponents
|1234.5679|e|-8|,|####.####|e-|#|,1.23456789E-05,Exponents
|123.4568|e|-7|,|#######.####|e-|#|,1.23456789E-05,Exponents
|123.4568|e|-7|,|#,######.####|e-|#|,1.23456789E-05,Exponents
|1|e|-5|,|0|e-|0|,1.23456789E-05,Exponents
|1.2|e|-5|,|0.0|e-|0|,1.23456789E-05,Exponents
|1234.5679|e|-8|,|0000.0000|e-|0|,1.23456789E-05,Exponents
|0000123.4568|e|-7|,|0000000.0000|e-|0|,1.23456789E-05,Exponents
|0,000,123.4568|e|-7|,|0,000000.0000|e-|0|,1.23456789E-05,Exponents
|1|e|-5|,|?|e-|?|,1.23456789E-05,Exponents
|1.2|e|-5|,|?.?|e-|?|,1.23456789E-05,Exponents
|1234.5679|e|-8|,|????.????|e-|?|,1.23456789E-05,Exponents
|    123.4568|e|-7|,|???????.????|e-|?|,1.23456789E-05,Exponents
|      123.4568|e|-7|,|?,??????.????|e-|?|,1.23456789E-05,Exponents
|1e-5|,|#,e+#|,1.23456789E-05,Exponents
|1e-5|,|#e+#,|,1.23456789E-05,Exponents
|1%e-5|,|#%e+#|,1.23456789E-05,Exponents
|1e-5%|,|#e+#%|,1.23456789E-05,Exponents
|1|e|-5|,|#|e+|#|,1.23456789E-05,Exponents
|1.2|e|-5|,|#.#|e+|#|,1.23456789E-05,Exponents
|1.2346|e|-4|,|#.####|e+|#|,1.23456789E-04,Exponents
|1.2346|e|-4|,|##.####|e+|#|,1.23456789E-04,Exponents
|123.4568|e|-6|,|###.####|e+|#|,1.23456789E-04,Exponents
|1.2346|e|-4|,|####.####|e+|#|,1.23456789E-04,Exponents
|12.3457|e|-5|,|#####.####|e+|#|,1.23456789E-04,Exponents
|1234.5679|e|-7|,|#######.####|e+|#|,1.23456789E-04,Exponents
|1.2346|e|-5|,|#.####|e+|#|,1.23456789E-05,Exponents
|12.3457|e|-6|,|##.####|e+|#|,1.23456789E-05,Exponents
|12.3457|e|-6|,|###.####|e+|#|,1.23456789E-05,Exponents
|1234.5679|e|-8|,|####.####|e+|#|,1.23456789E-05,Exponents
|1.2346|e|-5|,|#####.####|e+|#|,1.23456789E-05,Exponents
|123.4568|e|-7|,|#######.####|e+|#|,1.23456789E-05,Exponents
|1.2346|e|-6|,|#.####|e+|#|,1.23456789E-06,Exponents
|1.2346|e|-6|,|##.####|e+|#|,1.23456789E-06,Exponents
|1.2346|e|-6|,|###.####|e+|#|,1.23456789E-06,Exponents
|123.4568|e|-8|,|####.####|e+|#|,1.23456789E-06,Exponents
|12345.6789|e|-10|,|#####.####|e+|#|,1.23456789E-06,Exponents
|12.3457|e|-7|,|#######.####|e+|#|,1.23456789E-06,Exponents
|12.3457|e|-7|,|#,######.####|e+|#|,1.23456789E-06,Exponents
|1|e|-5|,|0|e+|0|,1.23456789E-05,Exponents
|1.2|e|-5|,|0.0|e+|0|,1.23456789E-05,Exponents
|1234.5679|e|-8|,|0000.0000|e+|0|,1.23456789E-05,Exponents
|0000123.4568|e|-7|,|0000000.0000|e+|0|,1.23456789E-05,Exponents
|0,000,123.4568|e|-7|,|0,000000.0000|e+|0|,1.23456789E-05,Exponents
|1|e|-5|,|?|e+|?|,1.23456789E-05,Exponents
|1.2|e|-5|,|?.?|e+|?|,1.23456789E-05,Exponents
|1234.5679|e|-8|,|????.????|e+|?|,1.23456789E-05,Exponents
|    123.4568|e|-7|,|???????.????|e+|?|,1.23456789E-05,Exponents
|      123.4568|e|-7|,|?,??????.????|e+|?|,1.23456789E-05,Exponents
|1.2|E|-5|,|#.#|E-|#|,1.23456789E-05,Exponents
|1.2|E|-5|,|#.#|E+|#|,1.23456789E-05,Exponents
|0e0|,|#,e-#|,0,Exponents
|0e0|,|#e-#,|,0,Exponents
|0%e0|,|#%e-#|,0,Exponents
|0e0%|,|#e-#%|,0,Exponents
|0|e|0|,|#|e-|#|,0,Exponents
|0.|e|0|,|#.#|e-|#|,0,Exponents
|0000.|e|0|,|####.####|e-|#|,0,Exponents
|0000000.|e|0|,|#######.####|e-|#|,0,Exponents
|0,000,000.|e|0|,|#,######.####|e-|#|,0,Exponents
|0|e|0|,|0|e-|0|,0,Exponents
|0.0|e|0|,|0.0|e-|0|,0,Exponents
|0000.0000|e|0|,|0000.0000|e-|0|,0,Exponents
|0000000.0000|e|0|,|0000000.0000|e-|0|,0,Exponents
|0,000,000.0000|e|0|,|0,000000.0000|e-|0|,0,Exponents
|0|e|0|,|?|e-|?|,0,Exponents
|0. |e|0|,|?.?|e-|?|,0,Exponents
|0000.    |e|0|,|????.????|e-|?|,0,Exponents
|0000000.    |e|0|,|???????.????|e-|?|,0,Exponents
|0,000,000.    |e|0|,|?,??????.????|e-|?|,0,Exponents
|0e+0|,|#,e+#|,0,Exponents
|0e+0|,|#e+#,|,0,Exponents
|0%e+0|,|#%e+#|,0,Exponents
|0e+0%|,|#e+#%|,0,Exponents
|0|e|+0|,|#|e+|#|,0,Exponents
|0.|e|+0|,|#.#|e+|#|,0,Exponents
|0000.|e|+0|,|####.####|e+|#|,0,Exponents
|0000000.|e|+0|,|#######.####|e+|#|,0,Exponents
|0,000,000.|e|+0|,|#,######.####|e+|#|,0,Exponents
|0|e|+0|,|0|e+|0|,0,Exponents
|0.0|e|+0|,|0.0|e+|0|,0,Exponents
|0000.0000|e|+0|,|0000.0000|e+|0|,0,Exponents
|0000000.0000|e|+0|,|0000000.0000|e+|0|,0,Exponents
|0,000,000.0000|e|+0|,|0,000000.0000|e+|0|,0,Exponents
|0|e|+0|,|?|e+|?|,0,Exponents
|0. |e|+0|,|?.?|e+|?|,0,Exponents
|0000.    |e|+0|,|????.????|e+|?|,0,Exponents
|0000000.    |e|+0|,|???????.????|e+|?|,0,Exponents
|0,000,000.    |e|+0|,|?,??????.????|e+|?|,0,Exponents
|0.|E|0|,|#.#|E-|#|,0,Exponents
|0.|E|+0|,|#.#|E+|#|,0,Exponents
-|1e5|,|#,e-#|,-123456.789,Exponents
-|1e5|,|#e-#,|,-123456.789,Exponents
-|1%e5|,|#%e-#|,-123456.789,Exponents
-|1e5%|,|#e-#%|,-123456.789,Exponents
-|1|e|5|,|#|e-|#|,-123456.789,Exponents
-|1.2|e|5|,|#.#|e-|#|,-123456.789,Exponents
-|12.3457|e|4|,|####.####|e-|#|,-123456.789,Exponents
-|123456.789|e|0|,|#######.####|e-|#|,-123456.789,Exponents
-|123,456.789|e|0|,|#,######.####|e-|#|,-123456.789,Exponents
-|1|e|5|,|0|e-|0|,-123456.789,Exponents
-|1.2|e|5|,|0.0|e-|0|,-123456.789,Exponents
-|0012.3457|e|4|,|0000.0000|e-|0|,-123456.789,Exponents
-|0123456.7890|e|0|,|0000000.0000|e-|0|,-123456.789,Exponents
-|0,123,456.7890|e|0|,|0,000000.0000|e-|0|,-123456.789,Exponents
-|1|e|5|,|?|e-|?|,-123456.789,Exponents
-|1.2|e|5|,|?.?|e-|?|,-123456.789,Exponents
-|  12.3457|e|4|,|????.????|e-|?|,-123456.789,Exponents
-| 123456.789 |e|0|,|???????.????|e-|?|,-123456.789,Exponents
-|  123,456.789 |e|0|,|?,??????.????|e-|?|,-123456.789,Exponents
-|1e+5|,|#,e+#|,-123456.789,Exponents
-|1e+5|,|#e+#,|,-123456.789,Exponents
-|1%e+5|,|#%e+#|,-123456.789,Exponents
-|1e+5%|,|#e+#%|,-123456.789,Exponents
-|1|e|+5|,|#|e+|#|,-123456.789,Exponents
-|1.2|e|+5|,|#.#|e+|#|,-123456.789,Exponents
-|12.3457|e|+4|,|####.####|e+|#|,-123456.789,Exponents
-|123456.789|e|+0|,|#######.####|e+|#|,-123456.789,Exponents
-|123,456.789|e|+0|,|#,######.####|e+|#|,-123456.789,Exponents
-|1|e|+5|,|0|e+|0|,-123456.789,Exponents
-|1.2|e|+5|,|0.0|e+|0|,-123456.789,Exponents
-|0012.3457|e|+4|,|0000.0000|e+|0|,-123456.789,Exponents
-|0123456.7890|e|+0|,|0000000.0000|e+|0|,-123456.789,Exponents
-|0,123,456.7890|e|+0|,|0,000000.0000|e+|0|,-123456.789,Exponents
-|1|e|+5|,|?|e+|?|,-123456.789,Exponents
-|1.2|e|+5|,|?.?|e+|?|,-123456.789,Exponents
-|  12.3457|e|+4|,|????.????|e+|?|,-123456.789,Exponents
-| 123456.789 |e|+0|,|???????.????|e+|?|,-123456.789,Exponents
-|  123,456.789 |e|+0|,|?,??????.????|e+|?|,-123456.789,Exponents
-|1.2|E|5|,|#.#|E-|#|,-123456.789,Exponents
-|1.2|E|+5|,|#.#|E+|#|,-123456.789,Exponents
-|1e-5|,|#,e-#|,-1.23456789E-05,Exponents
-|1e-5|,|#e-#,|,-1.23456789E-05,Exponents
-|1%e-5|,|#%e-#|,-1.23456789E-05,Exponents
-|1e-5%|,|#e-#%|,-1.23456789E-05,Exponents
-|1|e|-5|,|#|e-|#|,-1.23456789E-05,Exponents
-|1.2|e|-5|,|#.#|e-|#|,-1.23456789E-05,Exponents
-|1234.5679|e|-8|,|####.####|e-|#|,-1.23456789E-05,Exponents
-|123.4568|e|-7|,|#######.####|e-|#|,-1.23456789E-05,Exponents
-|123.4568|e|-7|,|#,######.####|e-|#|,-1.23456789E-05,Exponents
-|1|e|-5|,|0|e-|0|,-1.23456789E-05,Exponents
-|1.2|e|-5|,|0.0|e-|0|,-1.23456789E-05,Exponents
-|1234.5679|e|-8|,|0000.0000|e-|0|,-1.23456789E-05,Exponents
-|0000123.4568|e|-7|,|0000000.0000|e-|0|,-1.23456789E-05,Exponents
-|0,000,123.4568|e|-7|,|0,000000.0000|e-|0|,-1.23456789E-05,Exponents
-|1|e|-5|,|?|e-|?|,-1.23456789E-05,Exponents
-|1.2|e|-5|,|?.?|e-|?|,-1.23456789E-05,Exponents
-|1234.5679|e|-8|,|????.????|e-|?|,-1.23456789E-05,Exponents
-|    123.4568|e|-7|,|???????.????|e-|?|,-1.23456789E-05,Exponents
-|      123.4568|e|-7|,|?,??????.????|e-|?|,-1.23456789E-05,Exponents
-|1e-5|,|#,e+#|,-1.23456789E-05,Exponents
-|1e-5|,|#e+#,|,-1.23456789E-05,Exponents
-|1%e-5|,|#%e+#|,-1.23456789E-05,Exponents
-|1e-5%|,|#e+#%|,-1.23456789E-05,Exponents
-|1|e|-5|,|#|e+|#|,-1.23456789E-05,Exponents
-|1.2|e|-5|,|#.#|e+|#|,-1.23456789E-05,Exponents
-|1234.5679|e|-8|,|####.####|e+|#|,-1.23456789E-05,Exponents
-|123.4568|e|-7|,|#######.####|e+|#|,-1.23456789E-05,Exponents
-|123.4568|e|-7|,|#,######.####|e+|#|,-1.23456789E-05,Exponents
-|1|e|-5|,|0|e+|0|,-1.23456789E-05,Exponents
-|1.2|e|-5|,|0.0|e+|0|,-1.23456789E-05,Exponents
-|1234.5679|e|-8|,|0000.0000|e+|0|,-1.23456789E-05,Exponents
-|0000123.4568|e|-7|,|0000000.0000|e+|0|,-1.23456789E-05,Exponents
-|0,000,123.4568|e|-7|,|0,000000.0000|e+|0|,-1.23456789E-05,Exponents
-|1|e|-5|,|?|e+|?|,-1.23456789E-05,Exponents
-|1.2|e|-5|,|?.?|e+|?|,-1.23456789E-05,Exponents
-|1234.5679|e|-8|,|????.????|e+|?|,-1.23456789E-05,Exponents
-|    123.4568|e|-7|,|???????.????|e+|?|,-1.23456789E-05,Exponents
-|      123.4568|e|-7|,|?,??????.????|e+|?|,-1.23456789E-05,Exponents
-|1.2|E|-5|,|#.#|E-|#|,-1.23456789E-05,Exponents
-|1.2|E|-5|,|#.#|E+|#|,-1.23456789E-05,Exponents
|1.2|e|+142|,|#.#|e+|#|,1.23456780E+142,Exponents
|1.2|e|+142|,|#.#|e+|#####|,1.23456780E+142,Exponents
|1.2|e|+142|,|#.#|e+|0|,1.23456780E+142,Exponents
|1.2|e|+142|,|#.#|e+|000|,1.23456780E+142,Exponents
|1.2|e|+0142|,|#.#|e+|0000|,1.23456780E+142,Exponents
|1.2|e|+00142|,|#.#|e+|00000|,1.23456780E+142,Exponents
|1.2|e|+142|,|#.#|e+|?|,1.23456780E+142,Exponents
|1.2|e|+142|,|#.#|e+|???|,1.23456780E+142,Exponents
|1.2|e|+ 142|,|#.#|e+|????|,1.23456780E+142,Exponents
|1.2|e|+  142|,|#.#|e+|?????|,1.23456780E+142,Exponents
|0.|e|+0|,|#.#|e+|#|,0.00000000E+00,Exponents
|0.|e|+0|,|#.#|e+|#####|,0.00000000E+00,Exponents
|0.|e|+0|,|#.#|e+|0|,0.00000000E+00,Exponents
|0.|e|+000|,|#.#|e+|000|,0.00000000E+00,Exponents
|0.|e|+0000|,|#.#|e+|0000|,0.00000000E+00,Exponents
|0.|e|+00000|,|#.#|e+|00000|,0.00000000E+00,Exponents
|0.|e|+0|,|#.#|e+|?|,0.00000000E+00,Exponents
|0.|e|+  0|,|#.#|e+|???|,0.00000000E+00,Exponents
|0.|e|+   0|,|#.#|e+|????|,0.00000000E+00,Exponents
|0.|e|+    0|,|#.#|e+|?????|,0.00000000E+00,Exponents
|1.2|e|-142|,|#.#|e+|#|,1.23456780E-142,Exponents
|1.2|e|-142|,|#.#|e+|#####|,1.23456780E-142,Exponents
|1.2|e|-142|,|#.#|e+|0|,1.23456780E-142,Exponents
|1.2|e|-142|,|#.#|e+|000|,1.23456780E-142,Exponents
|1.2|e|-0142|,|#.#|e+|0000|,1.23456780E-142,Exponents
|1.2|e|-00142|,|#.#|e+|00000|,1.23456780E-142,Exponents
|1.2|e|-00142|,|#.#|e+|000,00|,1.23456780E-142,Exponents
|1.2|e|-142|,|#.#|e+|?|,1.23456780E-142,Exponents
|1.2|e|-142|,|#.#|e+|???|,1.23456780E-142,Exponents
|1.2|e|- 142|,|#.#|e+|????|,1.23456780E-142,Exponents
|1.2|e|-  142|,|#.#|e+|?????|,1.23456780E-142,Exponents
,,,
3.14e+00,#,##0.00e+00,3.14159,Problems
