#REF!,,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,Customer Code,,,,,,,,,,,,,
,,,#REF!,,,,SelfDeliveryEnd,,,,,,,,,,,,,
,,,,#REF!,,,MAWB,,,,,InvoiceAttached,,,,,,,,
,,#REF!,,,,,HAWB,,,,,PackingListAttached,,,,,,,,
,,,#REF!,,,,LC,,,,,CertificateOfOriginAttached,,,,,,,,
,,,#REF!,,,,PONo,,,,,FormAAttached,,,,,,,,
,,,,#REF!,,,EXPLC,,,,,Others,,,,,,,,
,#REF!,,,,,,Others,,,,,InvoiceDate,,,,,,,,
,,#REF!,,,,,General,,,,,LC,,,,,,,,
,,,#REF!,,,,InvoiceDate,,,,,PONo,,,,,,,,
,,#REF!,,,,,CertificateOfOriginAttached,,,,,EXPLC,,,,,,,,
,,,#REF!,,,,InvoiceAttached,,,,,,,,,,,,,
,,,#REF!,,,,FormAAttached,,,,,,,,,,,,,
,,#REF!,,,,,PackingListAttached,,,,,,,,,,,,,
,,,#REF!,,,,ShipperExportDeclaration,,,,,,,,,,,,,
,,,,#REF!,,,AirlineCounterSignature,,,,,MAWB,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,,#REF!,,,,,,,,,,,,,,,
,,,,,#REF!,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,,#REF!,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,,#REF!,,,,,,,,,,,,,,,
,,,,,#REF!,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,,,#REF!,,,,,,,,,,,,,,,
,,,,,#REF!,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,HAWB,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,#REF!,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,,,,,,,,,,,,
,,,#REF!,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Weight Measurement,,,,,,,,,,,,,,,,,,,
,VolumeMeasurement,,,,,,,,,,,,,,,,,,,
,PackageType,,,,,,,,,,,,,,,,,,,
