CustomerId,ProductId,BriefDescription,FullDescription,ProductStatus,MfgIdNum,UmIdNum,Weight,Length,Height,Width,LotControl,ExpDate,MixedProduct,EachQty,CaseQty,PalletQty,NmfcIdNum,AltProductId,KitProduct,ProductType,Hazmat,BranchName1,BranchName2,BranchName3,BranchName4,BranchName5,HoldReasonCode1,HoldReasonCode2,HoldReasonCode3,HoldReasonCode4,HoldReasonCode5,BinType1,BinType2,BinType3,BinType4,BinType5,ZoneCode1,ZoneCode2,ZoneCode3,ZoneCode4,ZoneCode5,CcOnEmpty,CustomName1,CustomName2,CustomName3,CustomName4,CustomName5,CustomDataType1,CustomDataType2,CustomDataType3,CustomDataType4,CustomDataType5,CustomLen1,CustomLen2,CustomLen3,CustomLen4,CustomLen5,UnitPrice,OrderBy,SpecialUmType,UniqueLot,ControlNumReqd,ControlNumUnique,
AKG,114336,Fin Coil LCC-59mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114340,Fin Coil LCC 109 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114341,Fin Coil LCC 91 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114342,Fin Coil LCC .15mm x 96mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114343,Fin Stock-.15 x 115mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114418,Turbulator Coil 100 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114449,Turbulator Material 220 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114455,Turbulator Material 240 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114457,Turbulator Coil 250 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114465,Turbulator Coil 300 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114551,Aluminum Coil 112mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114560,Aluminum Coil 140 mm (7318.140 fins),,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114566,Fin Material 46 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,114567,Fin Material 64 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112070,Braze Coil LCC 39mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112071,Braze Coil LCC 0.5 x 57 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112072,Braze Coil LCC 0.5 x 89 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112073,Braze Coil LCC 0.5 x 94 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112076,Braze Coil-.5 x 107mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112077,Braze Coil LCC .5 x 113 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112080,Brazing Coil LCC 0.4 x 57 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112081,Brazing Coil LCC 0.4 x 89 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,112082,Brazing Coil LCC 0.4 x 107 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8500.045.0000,Brazing Coil 45 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8500.063.0000,Brazing Coil 0.8 mm x 63 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8500.094.0000,Brazing Coil 0.8 mm x 94 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8500.113.0000,Brazing Coil 0.8 mm x 113 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8500.140.0000,Brazing Coil 0.8 mm x 140 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8500.160.0000,Brazing Coil 0.8 x 160 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8500.280.0000,Brazing Coil .8 x 280mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8509.140.0000,Brazing Coil .6 x 140,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8555.045.0000,Brazing Coil mg 0.8 x 45 mm (Vacuum),,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8555.063.0000,Brazing Coil mg 0.8 x 63 mm (Vacuum),,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8555.094.0000,Brazing Coil mg 0.8 x 94 mm (Vacuum),,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8555.113.0000,Brazing Coil mg 0.8 x 113 mm (Vacuum),,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8555.140.0000,Brazing Coil mg 0.8 x 140 mm (Vacuum),,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8503.000.0000,End Plate 3 mm salt alloy,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8505.000.0000,End Plate 5 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8507.000.0000,Brazing Plate 1.6 mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8509.094.0000,Brazing Coil-.6 x 94mm,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8546.000.0000,End Plate LCC-2.54 mm(H14 Temper; Alloy,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8420.140.0000,Profile  P 140 Header  MIG Weld- Not Ava,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8420.146.0000,Profile  P 146 Header  TIG Weld,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.111.0000,P111 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.118.0000,P118 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.135.0000,Profile P135,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.204.0000,Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.205.0000,P205 Core Profile/AWU,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.206.0000,Core Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.209.0000,P 209 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.227.0000,Core Profile   Vacuum,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.228.0000,Core Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.235.0000,Core Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.252.0000,Core Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.301.0000,Core Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.302.0000,Corner Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.303.0000,P303,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.304.0000,Corner Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.318.0000,P318 PROFILE,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.320.0000,P320 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.321.0000,Core Profile  Vacuum,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.009.0000,P9 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.012.0000,Core Profile/AKG,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.016.0000,P16 Profle,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.027.0000,P27 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.035.0000,Core Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.052.0000,P52 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.057.0000,P57 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.060.0000,Core Profile - Obsolete,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.082.0000,Profile P82,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.098.0000,Profile P98,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.101.0000,P101 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.102.0000,P102 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
AKG,8424.107.0000,P107 Profile,,A,AKG,EA,10,10,10,10,N,N,N,1,0,0,0000, ,N,2,N,MEBANE, , , , ,Customer, , , , ,Standard, , , , ,Standard, , , , ,N, , , , , , , , , , , ,  , , , ,10,P,0,N,N,N,
