,11521,"11521 _____ ____________  ___________ ST64, 1_4W (E27), Ø64, L140, 2200K, 220lm, ______",,_________ _____,116,2,114,479,
,11535,"11535 _____ ____________ SMD, 5W (GU10), 3000K, 400lm",,_________ _____,126,0,126,239,
,11536,"11536 _____ ____________ SMD, 5W (GU10), 4000K, 400lm",,_________ _____,190,0,190,239,
,11553,"11553 _____ ____________  ___________ ST48, 1_3,5W (E27), Ø48, L105, 2200K, 220lm, ______",,_________ _____,145,0,145,455,
,11555,"11555 _____ ____________  ___________ A75, 1_4W (E27), Ø75, L106, 2200K, 220lm, ______",,_________ _____,95,1,94,479,
,11557,"11557 _____ ____________  ___________ C37, 1_4W (E14), Ø35, L98, 2200K, 220lm, ______",,_________ _____,131,12,119,343,
,11559,"11559 _____ ____________  ___________ CF37, 1_4W (E14), Ø35, L121, 2200K, 220lm, ______",,_________ _____,153,10,143,343,
,13438,"13438 ______ COMFORTY ECO, 1_18W(E27)/1x9W(E14), h=1800, _____/______/______/_____",,_________ _____,105,15,90,"2,500",
,22144,"22144 _______ __________ _________ LATERNA 4, 1_60W (E27), H1000, ________, ______/______",,_________ _____,11,8,3,"2,443",
,22145,"22145 _______ ______ LATERNA 4, 3_60W (E27), H1920, ________, ______/______",,_________ _,10,0,10,"13,993",
,22366F,"22366F _________ __________ TROY, E14",,_________ _____,1,0,1,600,
,22462,"22462 _______ __________ _________ LATERNA 5, 1_60W (E27), ________, _____/______",,_________ _,14,9,5,"1,603",
,22464,"22464 _______ __________ _________ LATERNA 5 _ ____. ________, 1_60W (E27), ________, _____/______",,_________ _,6,1,5,"3,703",
,22465,"22465 _______ __________ _________ LATERNA 5, 1_60W (E27), ________,_____/______",,_________ _,6,6,0,"1,813",
,22466,"22466 _______ __________ _________ LATERNA 5, 1_60W (E27), H405, ________,_____/______",,_________ _,28,16,12,"1,743",
,22467,"22467 _______ __________ _________ LATERNA 4, 1_60W (E27), ________, ______/______",,_________ _____,2,2,0,"1,183",
,22468,"22468 _______ __________ _________ LATERNA 4, 1_60W (E27), ________, ______/______",,_________ _,4,4,0,"1,673",
,22469,"22469 _______ __________ _________ LATERNA 4 _ ____. ________, 1_60W (E27), ________, ______/______",,_________ _,11,1,10,"3,703",
,22471,"22471 _______ __________ _________ LATERNA 4, 1_60W (E27), ________, ______/______",,_________ _____,29,21,8,"1,183",
,22472,"22472 _______ __________ _________ LATERNA 4, 1_60W (E27), H405, ________, ______/______",,_________ _,4,0,4,"1,673",
,22525,"22525 ______ CRONOS, 1x11W(E27), ________",,_________ _____,5,0,5,0,
,22995,"22995 _______ __________ _________ LATERNA 5, 1_60W (E27), H1000, ________, _____/______",,_________ _,4,4,0,"3,493",
,22996,"22996 _______ ______ LATERNA 5, 3_60W (E27), H1920, ________, _____/ ______",,_________ _,2,2,0,"13,293",
,24597,"24597 __________ ________-__________ SALOME, 1_60W (E27), ______/_____",,_________ _____,1,0,1,0,
,24598,"24598  __________ _________ SALOME, 1_60W (E27), ______/_____",,_________ _____,188,0,188,250,
,24725,"24725 ____ MAGNUM, 2X50W (GU10), IP20",,_________ _,1,0,1,"1,393",
,24728,"24728 ____ MAGNUM, 4X50W (GU10), IP20",,_________ _,3,1,2,"2,793",
,25579,"25579  ________-__________ __________ TWISTER, 1x60W (E27), _____/_____/______",,_________ _____,469,0,469,250,
,27722,"27722  ______ BAYA, 1X230W(R7S); 1X33W(G9), ______ _______/______-_________ ______",,_________ _,3,1,2,"8,743",
,30173,"30173 _______ __________ _________ DARIL, 1X60W (E27), ____ _____/_______",,_________ _,18,3,15,"3,493",
,30181,"30181 _______ __________ _________ MOUNA, 1_60W (E27), ____. _____/______",,_________ _,6,3,3,"3,843",
,30182,"30182 _______ __________ _________ MOUNA, 1_60W (E27),  H400, ____. _____/______",,_________ _,5,0,5,"3,843",
,30184,"30184 _______ __________ _________ LISIO, 1X60W (E27), ____. _____/______",,_________ _,7,1,6,"3,213",
,30185,"30185 _______ __________ _________ LISIO  _ ____. ________, 1X60W (E27), ____. _____/______",,_________ _,16,0,16,"5,103",
,30186,"30186 _______ __________ _________ LISIO, 1X60W (E27), ____. _____/______",,_________ _,12,0,12,"4,543",
,30187,"30187 _______ __________ _________ LISIO, 1X60W (E27), H500, ____. _____/______",,_________ _,2,0,2,"3,213",
,30199,"30199 ______ ________ DETECT ME, 180°, 10_, 5-240 ___., _______, ______",,_________ _____,22,0,22,"1,183",
,30201,"30201 ______ ________ DETECT ME, 180°, 10_, 5-240 ___., _______, _____",,_________ _,11,0,11,"1,603",
,30207,"30207 _______ __________ _________ NISIA, 1_60W (E27),  H1000, ____. _____/______ _____",,_________ _,2,2,0,"4,753",
,3041,"3041 ______ VETRO, 1X100W (E27), IP20",,_________ _____,84,9,75,"2,513",
,30833,"30833 ____________ ____ DAVIDA 1, 2X5W (GU10), IP20",,_________ _,1,1,0,"4,543",
,30835,"30835 ____________ ____ DAVIDA 1, 4X5W (LED), IP20",,_________ _,1,1,0,"7,693",
,30859,"30859 ______ ALTONE, 5X33W (G9), IP20",,_________ _,28,5,23,"9,793",
,30862,"30862 ______ ALTONE, 4X33W (G9), IP20",,_________ _,42,0,42,"6,293",
,30933,"30933 ____________ ______ CABO, 5X3W (GU10), Ø350, ____/______",,_________ _____,20,0,20,"3,983",
,31001,"31001 ____________ ____ BIMEDA, 1X3W (LED), _____",,_________ _,370,29,341,"1,533",
,31002,"31002 ____________ ____ BIMEDA, 2X3W (LED), L365, _____",,_________ _,201,23,178,"3,143",
,31003,"31003 ____________ ____ BIMEDA, 3X3W (LED), Ø290, _____",,_________ _,61,19,42,"4,543",
,31004,"31004 ____________ ____ BIMEDA, 4_3W (LED), L640, _____",,_________ _,6,6,0,"5,943",
,31005,"31005 ____________ ____ BIMEDA, 1X3W (LED), ______",,_________ _,264,10,254,"1,533",
,31006,"31006 ____________ ____ BIMEDA, 2X3W (LED), L365, ______",,_________ _,47,3,44,"3,143",
,31007,"31007 ____________ ____ BIMEDA, 3X3W (LED), Ø290, ______",,_________ _,13,7,6,"4,543",
,31008,"31008 ____________ ____ BIMEDA, 4X3W (LED), L640, ______",,_________ _,45,3,42,"6,433",
,31262,"31262 ____________ ____ TAMARA 1, 1_2,5W (GU10), IP44, _____/____",,_________ _____,19,0,19,"2,373",
,31263,"31263 ____________ ____ TAMARA 1, 3_2,5W (GU10), IP44, _____/____",,_________ _,1,1,0,"5,453",
,31264,"31264 ____________ ____ TAMARA 1, 4_2,5W (GU10), IP44, _____/____",,_________ _,7,0,7,"7,273",
,31265,"31265 ____________ ____ TAMARA 1, 1_2,5W (GU10), IP44, ______/____/_______",,_________ _____,276,250,26,"2,373",
,31266,"31266 ____________ ____ TAMARA 1, 3_2,5W (GU10), IP44, ______/____/_______",,_________ _____,2,1,1,"6,293",
,31267,"31267 ____________ ____ TAMARA 1, 4_2,5W (GU10), IP44, ______/____/_______",,_________ _____,5,3,2,"7,203",
,31303,"31303  ____________ __________  MARS, 12W, _____/______/_____",,_________ _____,248,18,230,750,
,31304,"31304  ____________ __________ LED TWISTER, 12W, _____/______/_____",,_________ _____,234,16,218,750,
,31305,"31305 ____________ __________, MARS, 12W, _____/______/_____",,_________ _____,698,21,677,750,
,31501,"31501 ____________ ______ AGGIUS 1, 1_6W (LED), ____/_____ ______",,_________ _,3,0,3,"3,493",
,31574,"31574 ______ PASTERI, 1_60W (E27), Ø380, ______ _______/________, ________-__________",,_________ _,157,14,143,"3,493",
,31576,"31576 ______ PASTERI, 1_60W (E27), Ø530, ______ _______/________, ____-__________",,_________ _,4,4,0,"4,893",
,31578,"31578 ______ PASTERI, 1_60W (E27), Ø530, ______ _______/________, ________-__________",,_________ _,3,0,3,"4,543",
,31581,"31581 ______ PASTERI, 2_60W (E27), 750_220, ______ _______/________, ____-__________",,_________ _,2,1,1,"7,693",
,31583,"31583 ______ PASTERI, 2_60W (E27), 750_220, ______ _______/________, ________-__________",,_________ _,6,0,6,"7,553",
,31585,"31585 ______ PASTERI, 2_60W (E27), 1000_280, ______ _______/________, ____-__________",,_________ _,1,1,0,"8,393",
,31593,"31593 ____________ __________ __________ PASTERI, 12W (LED), Ø320, _____/________, ________-________",,_________ _,4,0,4,"6,993",
,31598,"31598 ______ MASERLO, 1_60W (E27), Ø380, ______ _______/________, _____",,_________ _,5,5,0,"3,983",
,31599,"31599 ______ MASERLO, 1_60W (E27), Ø380, ______ _______/________, ______, _______",,_________ _,154,121,33,"4,193",
,31601,"31601 ______ MASERLO, 1_60W (E27), Ø380, ______ _______/________, _____, __________",,_________ _,276,18,258,"4,193",
,31602,"31602 ______ MASERLO, 1_60W (E27), Ø380, ______ _______/________, ____-__________, _______",,_________ _,3,3,0,"4,193",
,31603,"31603 ______ MASERLO, 1_60W (E27), Ø380, ______ _______/________, ________, _______",,_________ _,336,6,330,"4,193",
,31604,"31604 ______ MASERLO, 3_60W (E27), Ø530, ______ _______/________, _____",,_________ _,4,0,4,"8,253",
,31606,"31606 ______ MASERLO, 3_60W (E27), Ø530, ______ _______/________, _____, __________",,_________ _,10,0,10,"8,953",
,31607,"31607 ______ MASERLO, 3_60W (E27), Ø530, ______ _______/________, ____-__________, _______",,_________ _,12,1,11,"8,953",
,31608,"31608 ______ MASERLO, 3_60W (E27), Ø530, ______ _______/________, ________, _______",,_________ _,10,2,8,"8,953",
,31612,"31612 ______ MASERLO, 2_60W (E27), 780_220, ______ _______/________, _____, __________",,_________ _,2,1,1,"7,693",
,31613,"31613 ______ MASERLO, 2_60W (E27), 780_220, ______ _______/________, ____-__________, _______",,_________ _,1,0,1,"7,693",
,31614,"31614 ______ MASERLO, 2_60W (E27), 780_220, ______ _______/________, ________, _______",,_________ _,11,1,10,"7,693",
,31615,"31615 ______ MASERLO, 2_60W (E27), 1000x250, ______ _______/________, _____",,_________ _,8,1,7,"8,393",
,31618,"31618 ______ MASERLO, 2_60W (E27), 1000x250, ______ _______/________, ____-__________, _______",,_________ _,14,1,13,"9,093",
,31621,"31621 ____________ __________ __________ MASERLO, 18W (LED), Ø405, _____/________, _____",,_________ _,6,3,3,"7,693",
,31623,"31623 ____________ __________ __________ MASERLO, 18W (LED), Ø405, _____/________, _____, __________",,_________ _,7,0,7,"8,393",
,31625,"31625 ____________ __________ __________ MASERLO, 18W (LED), Ø405, _____/________, ________, _______",,_________ _,7,0,7,"8,393",
,31626,"31626 __________ _____ MASERLO, 1_60W (E27), Ø230, H420, ______ _______/________, _____",,_________ _,28,1,27,"3,003",
,31628,"31628 __________ _____ MASERLO, 1_60W (E27), Ø230, H420, ______ _______/________, _____, __________",,_________ _,3,2,1,"3,213",
,31629,"31629 __________ _____ MASERLO, 1_60W (E27), Ø230, H420, ______ _______/________, ____-__________, _",,_________ _,101,101,0,"3,213",
,31639,"31639 ______ MANZANA, 1_60W (E27), _____/_________",,_________ _,8,0,8,"1,743",
,31666,"31666 ______ BRENDA, 1X60W (E27), _______, _____, ______/______, ______, ______ ______",,_________ _,16,1,15,"5,383",
,31671,"31671 ____________ ____________ __________ FUEVA 1, 10,95W (LED), Ø170, _____ ______, ______ _______",,_________ _____,3,3,0,"1,393",
,31673,"31673 ____________ ____________ __________ FUEVA 1, 10,95W (LED), 170_170, _____ ______, ______ ____",,_________ _____,12,4,8,"1,393",
,31675,"31675 ____________ ____________ __________ FUEVA 1, 16,47W (LED), Ø225, _____ ______, ______ _______",,_________ _____,16,6,10,"1,743",
,31677,"31677 ____________ ____________ __________ FUEVA 1, 16,47W (LED), 225_225, _____ ______, ______ ____",,_________ _____,16,5,11,"1,743",
,31994,"31994 ____________ ________-__________ __________ RONCADE, 30W(LED), _____/____",,_________ _,15,15,0,0,
,31995,"31995 ____________ ________-__________ __________ RONCADE, 26W(LED), _____/____",,_________ _,15,15,0,0,
,32124,"32124 __________ ________-__________ PLANET 4, 1X60W (E27), IP20, _____",,_________ _____,662,378,284,500,
,32125,"32125 __________ ________-__________ PLANET 4, 1X60W (E27), IP20, ______",,_________ _____,481,61,420,500,
,32126,"32126 __________ ________-__________ PLANET 4, 1X60W (E27), IP20, ____",,_________ _____,264,0,264,600,
,32127,"32127 __________ ________-__________ PLANET 4, 1X60W (E27), IP20, ____________",,_________ _____,355,0,355,600,
,32128,"32128 __________ _________ PLANET 4, 1X60W (E27), IP20, _____",,_________ _____,801,501,300,350,
,32129,"32129 __________ _________ PLANET 4, 1X60W (E27), IP20, ______",,_________ _____,831,70,761,350,
,32131,"32131 __________ _________ PLANET 4, 1X60W (E27), IP20, ____",,_________ _____,719,4,715,400,
,32132,"32132 __________ _________ PLANET 4, 1X60W (E27), IP20, ____________",,_________ _____,778,5,773,400,
,32204,"32204 ______ VETRO, 1x60W(E27), __________/______",,_________ _____,5,2,3,500,
,32288,"32288 __________ ________-__________ VIVA, 1x60W(E27), ______/______",,_________ _____,26,0,26,300,
,32298,"32298 _________ __________ ALBEDO, 1_60W (E27), ______/__________",,_________ _____,30,0,30,250,
,32361,"32361 ___ BOLSANO, 1x60W(E27), ____/__________/_____",,_________ _____,946,304,642,"1,298",
,32362,"32362 __________ __________ BOLSANO, 3x60W(E27), ____/__________/_____",,_________ _____,627,198,429,"3,068",
,32363,"32363 __________ __________ BOLSANO, 4x60W(E27), ____/__________/_____",,_________ _____,545,159,386,"4,130",
,32364,"32364 __________ __________ BOLSANO, 5x60W(E27), ____/__________/_____",,_________ _____,441,212,229,"4,484",
,3376,"3376 _______ __________ _________ LATERNA 7, 1X60W (E27), IP33, ________, ______/_______ ______",,_________ _____,300,0,300,"1,253",
,36866,"36866 __________ ________-__________ ""TWISTER""",,_________ _____,35,0,35,400,
,39091,"39091 ______ BASILANO, 3_40W (_14), ______/______",,_________ _,2,0,2,"10,493",
,39092,"39092 ______ BASILANO, 6_40W (_14), ______/______",,_________ _,4,0,4,"17,493",
,39093,"39093 ______ BASILANO, 8_40W (_14), ______/______",,_________ _,9,0,9,"24,493",
,39094,"39094 ______ BASILANO, 12_40W (_14), ______/______",,_________ _,2,0,2,"34,993",
,39095,"39095 ______ BASILANO, 18_40W (_14), ______/______",,_________ _,3,0,3,"48,993",
,39096,"39096 ___ BASILANO, 1_40W (_14), ______",,_________ _,18,1,17,"4,193",
,39097,"39097 ___ BASILANO, 2_40W (_14), ______",,_________ _,12,0,12,"5,593",
,39098,"39098 ______ BASILANO 1, 3_40W (_14), ______/__________",,_________ _,6,1,5,"9,793",
,39099,"39099 ______ BASILANO 1, 6_40W (_14), ______/__________",,_________ _,8,0,8,"16,093",
,39101,"39101 ______ BASILANO 1, 8_40W (_14), ______/__________",,_________ _,6,0,6,"20,993",
,39102,"39102 ______ BASILANO 1, 12_40W (_14), ______/__________",,_________ _,4,0,4,"31,493",
,39103,"39103 ______ BASILANO 1, 12_40W (_14), ______/__________",,_________ _,2,0,2,"45,493",
,39104,"39104 ___ BASILANO 1, 1_40W (E14), __________",,_________ _,20,1,19,"3,703",
,39105,"39105 ___ BASILANO 1, 2_40W (E14), __________",,_________ _,13,0,13,"5,243",
,39106,"39106 ______ PAULARO, 3_40W (_14), ______/__________",,_________ _,10,0,10,"9,093",
,39107,"39107 ______ PAULARO, 5_40W (_14), ______/__________",,_________ _,10,0,10,"12,593",
,39108,"39108 ______ PAULARO, 8_40W (_14), ______/__________",,_________ _,10,0,10,"17,493",
,39109,"39109 ___ PAULARO, 1_40W (E14), __________",,_________ _,20,0,20,"3,493",
,39111,"39111 ___ PAULARO, 2_40W (E14), __________",,_________ _,15,0,15,"4,543",
,39112,"39112 ______ PAULARO, 8_40W (_14), ______/_____",,_________ _,11,0,11,"9,093",
,39113,"39113 ______ CARPENTO, 5_40W (_14), ______/_____",,_________ _,10,0,10,"13,293",
,39114,"39114 ______ CARPENTO, 8_40W (_14), ______/_____",,_________ _,8,0,8,"19,593",
,39115,"39115 ___ CARPENTO, 1_40W (E14), _____",,_________ _,17,0,17,"3,493",
,39116,"39116 ___ CARPENTO, 2_40W (E14), _____",,_________ _,12,0,12,"4,543",
,39117,"39117 ______ FALCADO, 5_40W (_14), ______/________",,_________ _,4,0,4,"13,993",
,39118,"39118 ______ FALCADO, 8_40W (_14), ______/________",,_________ _,1,0,1,"20,993",
,39119,"39119 ___ FALCADO, 1_40W (E14), ________",,_________ _,12,0,12,"3,843",
,39121,"39121 ___ FALCADO, 2_40W (E14), ________",,_________ _,3,2,1,"4,543",
,39122,"39122 ______ FALCADO 1, 5_40W (_14), ______/_____ ""____""",,_________ _,5,0,5,"13,993",
,39123,"39123 ______ FALCADO 1, 8_40W (_14), ______/_____ ""____""",,_________ _,4,0,4,"20,993",
,39124,"39124 ___ FALCADO 1, 1_40W (E14), _____ ""____""",,_________ _,12,0,12,"3,843",
,39125,"39125 ___ FALCADO 1, 2_40W (E14), _____ ""____""",,_________ _,10,0,10,"4,893",
,39126,"39126 ______ MEDUNO, 6_40W (_14), ______",,_________ _,10,0,10,"16,093",
,39127,"39127 ______ MEDUNO, 8_40W (_14), ______",,_________ _,6,0,6,"19,593",
,39128,"39128 ___ MEDUNO, 2_40W (E14), ______",,_________ _,17,0,17,"5,593",
,39129,"39129 ______ MEDUNO 1, 6_40W (_14), ______/_____",,_________ _,7,0,7,"17,493",
,39131,"39131 ______ MEDUNO 1, 8_40W (_14), ______/_____",,_________ _,10,0,10,"20,993",
,39132,"39132 ___ MEDUNO 1, 2_40W (E14), _____",,_________ _,6,0,6,"5,593",
,41207,"41207 ______________ _______ ""________"", h=150, _______ _ _______ __ ________",,_________ _____,40,0,40,0,
,41242,"41242 ______________ _______ ""________"", h=210, _______ _ _______ __ ________",,_________ _____,40,0,40,0,
,41243,"41243 ______________ _______ ""_______"", h=200, _______ _ _______ __ ________",,_________ _____,40,0,40,0,
,4171,"4171 _______ ______ OUTDOOR CLASSIC, 3X60W (E27) H2130, IP23, ________ _____-_______/______",,_________ _,13,0,13,"22,393",
,4172,"4172 _______ __________ _________ OUTDOOR CLASSIC, 1X60W (E27), H1200, IP23, ________ _____-_______/",,_________ _,4,0,4,"5,243",
,49179,"49179 ______ GRANTHAM, 1_60W (E27), Ø480, H1100, _____, ____",,_________ _,9,9,0,"17,493",
,49201,"49201 ______ CARDIGAN,  1x60W (E27), Ø120, _____, ______, __________/______",,_________ _,198,12,186,"3,353",
,49201E,"49201E ______ CARDIGAN, E27, __________/______",,_________ _,1,0,1,0,
,49202,"49202 ______ CARDIGAN,  1x60W (E27), Ø120, _____, ______, ____-_______/______",,_________ _,183,10,173,"3,213",
,49203,"49203 ______ LANGHAM, 1x60W (E27), Ø140, _____, ______, __________/______, __________",,_________ _,80,6,74,"3,983",
,49204,"49204 ______ LANGHAM, 1x60W (E27), Ø140, _____, ____-_______/______, __________",,_________ _,83,0,83,"2,065",
,49205,"49205  ______ TALBOT, 1x60W (E27), Ø170, _____, _____",,_________ _,1,0,1,"2,065",
,49207,"49207 ______ TALBOT 1, 1x60W (E27), Ø165, _____, ______, _____",,_________ _,4,3,1,"3,493",
,49209,"49209 ______ VINTAGE, 1_60W (E27), ___ _________ _____",,_________ _____,18,0,18,"2,000",
,49211,"49211 ______ VINTAGE, 1_60W (E27), ___ _________ _____",,_________ _____,50,0,50,"1,217",
,49212,"49212 ______ DONMINGTON, 1x60W (E27), 150_150, _____,____/______, __________",,_________ _,156,3,153,"2,065",
,49213,"49213 ______ BRADFORD, 1x60W (E27), Ø140, _____, ______",,_________ _,350,247,103,"2,793",
,49214,"49214 ______ BRADFORD, 1x60W (E27), Ø140, _____, __________ ___________",,_________ _,491,165,326,"3,493",
,49216,"49216 ______ LISBURN 1, 1x60W (E27), 125_125, _____, __________ ___________",,_________ _,8,3,5,"2,065",
,49217,"49217 ______ HARLING, 1x60W (E27), Ø140, _____, _____",,_________ _,24,3,21,"3,073",
,49218,"49218 ______ SOMERTON 1, 1_60W (E27), Ø350, _____, ________",,_________ _,9,1,8,"3,493",
,49219,"49219 ______ BAMPTON, 1x60W (E27), Ø140, _____, ______, __________",,_________ _,131,0,131,"3,143",
,49221,"49221 ______ SUDBURY, 1x60W (E27), Ø170, _____, ______, _____/______",,_________ _,91,21,70,"3,493",
,49222,"49222 ______ LISBURN, 1x60W (E27), 120_120, _____, ______, _____/______",,_________ _,143,5,138,"2,793",
,49223,"49223 ______ LISBURN, 1x60W (E27), 120_120, _____, _____ ___________/______",,_________ _,197,4,193,"2,443",
,49224,"49224 ______ REDFORD 1, 1x60W (E27), Ø170, _____, ______",,_________ _,100,3,97,"3,493",
,49225,"49225 ______ REDFORD 1, 1x60W (E27), Ø170, _____, __________ ___________/______, __________",,_________ _,134,0,134,"2,065",
,49233,"49233 ______ PETTO 3, 1_40W (E14), Ø150, _____, _____",,_________ _,3,0,3,"2,233",
,49235,"49235 ______ TRURO, 1_60W (E27), Ø155, _____, ______ ___________",,_________ _,256,166,90,"1,743",
,49236,"49236 ______ TRURO, 1_60W (E27), Ø155, _____, __________ ___________",,_________ _,9,2,7,"1,953",
,49238,"49238 ______ TRURO 1, 1_60W (E27), Ø155, _____, ______, ______",,_________ _,112,16,96,"2,373",
,49239,"49239 ______ TRURO 1, 1_60W (E27), Ø210, _____, ______",,_________ _,50,43,7,"2,065",
,49244,"49244 ______ AUCKLAND, 1_60W (E27), Ø260, _____, ______",,_________ _,110,53,57,"2,065",
,49245,"49245 ______ AUCKLAND, 1_60W (E27), Ø260, _____, ________",,_________ _,52,52,0,"2,793",
,49246,"49246 ______ AUCKLAND, 1_60W (E27), Ø260, _____, __________ ___________",,_________ _,66,3,63,"2,793",
,49247,"49247 ______ TRURO 2, 1_60W (E27), Ø370, _____, ______, ______",,_________ _,228,189,39,"3,703",
,49248,"49248 ______ TRURO 2, 1_60W (E27), Ø370, _____, ______ ___________",,_________ _,1,1,0,"3,493",
,49254,"49254 ______ CARLTON 1, 1x60W (E27), Ø310, _____, ______, ______",,_________ _,198,138,60,"6,433",
,49255,"49255 ______ CARLTON 1, 1x60W (E27), Ø310, _____, ______, __________",,_________ _,263,234,29,"6,433",
,49257,"49257 ______ CARLTON 1, 1x60W (E27), Ø310, _____, ______",,_________ _,158,67,91,"3,633",
,49258,"49258 ______ CARLTON 1, 1x60W (E27), Ø310, _____, ______",,_________ _,133,50,83,"3,983",
,49259,"49259 ______ CARLTON 1, 1x60W (E27), Ø310, _____, ____",,_________ _,303,23,280,"3,983",
,49264,"49264 ______ BRIXHAM, 1x60W (E27), Ø245, _______, ____/______, ____",,_________ _____,198,4,194,700,
,49267,"49267 ______ BRIXHAM, 1x60W (E27), Ø180, _______, ____/______, ________",,_________ _,2,2,0,"3,493",
,49274,"49274 __________ _____ CARDIGAN, 1x60W (E27), Ø120, H265, _____, ______, __________/______",,_________ _,272,4,268,"3,073",
,49275,"49275 __________ _____ TALBOT, 1x60W (E27), Ø170, H340, _____, _____",,_________ _,4,3,1,"3,493",
,49277,"49277 __________ _____ KINGHORN, 1x60W (E27), Ø155, H405, _____, ______, __________/______",,_________ _,10,0,10,"4,193",
,49279,"49279 __________ _____ DONMINGTON, 1x60W (E27), 150_150, H275, _____, ____/______",,_________ _,8,3,5,"3,843",
,49283,"49283 __________ _____ BRADFORD, 1x60W (E27), Ø140, H 330, _____, ______/______",,_________ _,170,152,18,"3,353",
,49284,"49284 __________ _____ BRADFORD, 1x60W (E27), Ø140, H 330, _____, __________ ___________/______",,_________ _,115,7,108,"3,843",
,49285,"49285 __________ _____ WINSHAM, 1x60W (E27), 120_120, H 330, _____, ______, _____-__________",,_________ _,13,2,11,"2,065",
,49286,"49286 __________ _____ WINSHAM, 1x60W (E27), 120_120, H330, _____, c_________ ___________",,_________ _,9,3,6,"3,843",
,49287,"49287 __________ _____ HARLING, 1x60W (E27), Ø140, H 235, _____, _____",,_________ _,12,3,9,"3,073",
,49293,"49293 __________ _____ SUDBURY, 1x60W (E27), Ø170, H 290, _____, ______, _____/______",,_________ _,13,1,12,"4,893",
,49294,"49294 __________ _____ LISBURN, 1x60W (E27), 120_120,  H 295, _____, _____/______",,_________ _,9,3,6,"3,283",
,49295,"49295 __________ _____ LISBURN, 1x60W (E27), 120_120,  H 295, _____, ______, _____/______",,_________ _,6,3,3,"2,793",
