QMS Diversified Global Macro Strategy,,,,,,,,
2011-02-07 00:00:00,0.004920343,,,,,,,
2011-02-08 00:00:00,0.005514861,,,,,,,
2011-02-09 00:00:00,-0.003036019,,,,,,,
2011-02-10 00:00:00,0.001374541,,,,,,,
2011-02-11 00:00:00,0.004538301,,,,,,,
2011-02-14 00:00:00,0.003827783,,,,,,,
2011-02-15 00:00:00,-0.000829539,,,,,,,
2011-02-16 00:00:00,-2.65905E-06,,,,,,,
2011-02-17 00:00:00,-0.002627059,,,,,,,
2011-02-18 00:00:00,0.004009661,,,,,,,
2011-02-21 00:00:00,-0.003664297,,,,,,,
2011-02-22 00:00:00,-0.007792259,,,,,,,
2011-02-23 00:00:00,-0.008020659,,,,,,,
2011-02-24 00:00:00,-0.003810019,,,,,,,
2011-02-25 00:00:00,-0.000216259,,,,,,,
2011-02-28 00:00:00,0.006794423,,,,,,,
2011-03-01 00:00:00,-0.005292291,,,,,,,
2011-03-02 00:00:00,-0.000245731,,,,,,,
2011-03-03 00:00:00,0.021066349,,,,,,,
2011-03-04 00:00:00,-0.002566211,,,,,,,
2011-03-07 00:00:00,-0.004138792,,,,,,,
2011-03-08 00:00:00,0.005200829,,,,,,,
2011-03-09 00:00:00,0.001143229,,,,,,,
2011-03-10 00:00:00,-0.010454851,,,,,,,
2011-03-11 00:00:00,0.000542989,,,,,,,
2011-03-14 00:00:00,-0.019282952,,,,,,,
2011-03-15 00:00:00,-0.043975628,,,,,,,
2011-03-16 00:00:00,-0.022643763,,,,,,,
2011-03-17 00:00:00,-0.010598463,,,,,,,
2011-03-18 00:00:00,0.024908137,,,,,,,
2011-03-21 00:00:00,0.00943741,,,,,,,
2011-03-22 00:00:00,-0.014275663,,,,,,,
2011-03-23 00:00:00,0.003186137,,,,,,,
2011-03-24 00:00:00,0.009690737,,,,,,,
2011-03-25 00:00:00,0.001956237,,,,,,,
2011-03-28 00:00:00,-0.00100529,,,,,,,
2011-03-29 00:00:00,0.012555937,,,,,,,
2011-03-30 00:00:00,0.004335937,,,,,,,
2011-03-31 00:00:00,0.000425737,,,,,,,
2011-04-01 00:00:00,0.012774429,,,,,,,
2011-04-04 00:00:00,-0.001637614,,,,,,,
2011-04-05 00:00:00,-0.003036071,,,,,,,
2011-04-06 00:00:00,-0.001535571,,,,,,,
2011-04-07 00:00:00,-0.009577271,,,,,,,
2011-04-08 00:00:00,0.007164929,,,,,,,
2011-04-11 00:00:00,-0.004491714,,,,,,,
2011-04-12 00:00:00,-0.014440171,,,,,,,
2011-04-13 00:00:00,0.012752229,,,,,,,
2011-04-14 00:00:00,0.003548929,,,,,,,
2011-04-15 00:00:00,0.011835129,,,,,,,
2011-04-18 00:00:00,-0.020993014,,,,,,,
2011-04-19 00:00:00,0.007870429,,,,,,,
2011-04-20 00:00:00,0.015208529,,,,,,,
2011-04-21 00:00:00,-0.006399171,,,,,,,
2011-04-22 00:00:00,0.001007229,,,,,,,
2011-04-25 00:00:00,0.000487686,,,,,,,
2011-04-26 00:00:00,0.006207359,,,,,,,
2011-04-27 00:00:00,0.011092503,,,,,,,
2011-04-28 00:00:00,0.005896423,,,,,,,
2011-04-29 00:00:00,-0.000581337,,,,,,,
2011-05-02 00:00:00,-0.006044386,,,,,,,
2011-05-03 00:00:00,0.001288307,,,,,,,
2011-05-04 00:00:00,-0.004261759,,,,,,,
2011-05-05 00:00:00,-0.019529487,,,,,,,
2011-05-06 00:00:00,0.010554917,,,,,,,
2011-05-09 00:00:00,0.004631692,,,,,,,
2011-05-10 00:00:00,0.01355545,,,,,,,
2011-05-11 00:00:00,-0.012222547,,,,,,,
2011-05-12 00:00:00,0.000621374,,,,,,,
2011-05-13 00:00:00,-0.006615367,,,,,,,
2011-05-16 00:00:00,-0.000589705,,,,,,,
2011-05-17 00:00:00,0.004503801,,,,,,,
2011-05-18 00:00:00,0.00862808,,,,,,,
2011-05-19 00:00:00,0.001142236,,,,,,,
2011-05-20 00:00:00,-0.001384372,,,,,,,
2011-05-23 00:00:00,-0.002577635,,,,,,,
2011-05-24 00:00:00,0.003584821,,,,,,,
2011-05-25 00:00:00,0.000979161,,,,,,,
2011-05-26 00:00:00,0.000710964,,,,,,,
2011-05-27 00:00:00,0.003072902,,,,,,,
2011-05-30 00:00:00,0.002915005,,,,,,,
2011-05-31 00:00:00,0.005476073,,,,,,,
2011-06-01 00:00:00,-0.003035736,,,,,,,
2011-06-02 00:00:00,0.006376531,,,,,,,
2011-06-03 00:00:00,-0.003306021,,,,,,,
2011-06-06 00:00:00,-0.007557713,,,,,,,
2011-06-07 00:00:00,0.003654444,,,,,,,
2011-06-08 00:00:00,0.003953295,,,,,,,
2011-06-09 00:00:00,0.004991655,,,,,,,
2011-06-10 00:00:00,-0.004036872,,,,,,,
2011-06-13 00:00:00,0.001176739,,,,,,,
2011-06-14 00:00:00,-0.002236629,,,,,,,
2011-06-15 00:00:00,-0.008483828,,,,,,,
2011-06-16 00:00:00,0.003585605,,,,,,,
2011-06-17 00:00:00,0.002358229,,,,,,,
2011-06-20 00:00:00,-0.000730223,,,,,,,
2011-06-21 00:00:00,0.003706899,,,,,,,
2011-06-22 00:00:00,-0.000105521,,,,,,,
2011-06-23 00:00:00,0.00278381,,,,,,,
2011-06-24 00:00:00,-0.007282374,,,,,,,
2011-06-27 00:00:00,0.009251548,,,,,,,
2011-06-28 00:00:00,0.001980565,,,,,,,
2011-06-29 00:00:00,0.006490397,,,,,,,
2011-06-30 00:00:00,-0.009017469,,,,,,,
2011-07-01 00:00:00,0.005526438,,,,,,,
2011-07-04 00:00:00,-0.000448174,,,,,,,
2011-07-05 00:00:00,0.005987566,,,,,,,
2011-07-06 00:00:00,0.006783971,,,,,,,
2011-07-07 00:00:00,0.010551501,,,,,,,
2011-07-08 00:00:00,0.00128506,,,,,,,
2011-07-11 00:00:00,-0.005499399,,,,,,,
2011-07-12 00:00:00,-0.010446711,,,,,,,
2011-07-13 00:00:00,0.007789944,,,,,,,
2011-07-14 00:00:00,-0.001690227,,,,,,,
2011-07-15 00:00:00,0.005507869,,,,,,,
2011-07-18 00:00:00,-0.003375777,,,,,,,
2011-07-19 00:00:00,0.010352869,,,,,,,
2011-07-20 00:00:00,-0.004868471,,,,,,,
2011-07-21 00:00:00,-0.004408998,,,,,,,
2011-07-22 00:00:00,0.000973353,,,,,,,
2011-07-25 00:00:00,0.003488376,,,,,,,
2011-07-26 00:00:00,0.005551849,,,,,,,
2011-07-27 00:00:00,-0.001273658,,,,,,,
2011-07-28 00:00:00,0.001302088,,,,,,,
2011-07-29 00:00:00,0.006903823,,,,,,,
2011-08-01 00:00:00,-0.007000252,,,,,,,
2011-08-02 00:00:00,-0.007573692,,,,,,,
2011-08-03 00:00:00,0.001166171,,,,,,,
2011-08-04 00:00:00,-0.01971099,,,,,,,
2011-08-05 00:00:00,0.004285082,,,,,,,
2011-08-08 00:00:00,-0.004763433,,,,,,,
2011-08-09 00:00:00,0.004002889,,,,,,,
2011-08-10 00:00:00,0.000684797,,,,,,,
2011-08-11 00:00:00,-0.00244433,,,,,,,
2011-08-12 00:00:00,-0.004793023,,,,,,,
2011-08-15 00:00:00,0.007270957,,,,,,,
2011-08-16 00:00:00,0.000107479,,,,,,,
2011-08-17 00:00:00,0.007288598,,,,,,,
2011-08-18 00:00:00,-0.004737709,,,,,,,
2011-08-19 00:00:00,-0.00554243,,,,,,,
2011-08-22 00:00:00,0.001452739,,,,,,,
2011-08-23 00:00:00,0.005712023,,,,,,,
2011-08-24 00:00:00,0.003532848,,,,,,,
2011-08-25 00:00:00,-0.005276097,,,,,,,
2011-08-26 00:00:00,2.80759E-05,,,,,,,
2011-08-29 00:00:00,-0.00116226,,,,,,,
2011-08-30 00:00:00,0.00522153,,,,,,,
2011-08-31 00:00:00,-0.00567778,,,,,,,
2011-09-01 00:00:00,-0.005558858,,,,,,,
2011-09-02 00:00:00,0.00433256,,,,,,,
2011-09-05 00:00:00,0.00171333,,,,,,,
2011-09-06 00:00:00,0.0050857,,,,,,,
2011-09-07 00:00:00,0.005306998,,,,,,,
2011-09-08 00:00:00,-0.003573365,,,,,,,
2011-09-09 00:00:00,-0.006507113,,,,,,,
2011-09-12 00:00:00,0.004137262,,,,,,,
2011-09-13 00:00:00,-0.006368625,,,,,,,
2011-09-14 00:00:00,0.013172949,,,,,,,
2011-09-15 00:00:00,0.010294646,,,,,,,
2011-09-16 00:00:00,-0.000489433,,,,,,,
2011-09-19 00:00:00,-0.001952982,,,,,,,
2011-09-20 00:00:00,0.011397185,,,,,,,
2011-09-21 00:00:00,-0.01802985,,,,,,,
2011-09-22 00:00:00,-0.014288232,,,,,,,
2011-09-23 00:00:00,-0.005806215,,,,,,,
2011-09-26 00:00:00,0.007407637,,,,,,,
2011-09-27 00:00:00,0.001369986,,,,,,,
2011-09-28 00:00:00,0.000424398,,,,,,,
2011-09-29 00:00:00,-0.011728867,,,,,,,
2011-09-30 00:00:00,-0.009009,,,,,,,
2011-10-03 00:00:00,-0.004575282,,,,,,,
2011-10-04 00:00:00,-0.005175762,,,,,,,
2011-10-05 00:00:00,0.013926557,,,,,,,
2011-10-06 00:00:00,0.001568093,,,,,,,
2011-10-07 00:00:00,0.004079756,,,,,,,
2011-10-10 00:00:00,0.000652083,,,,,,,
2011-10-11 00:00:00,-0.004262818,,,,,,,
2011-10-12 00:00:00,0.007843858,,,,,,,
2011-10-13 00:00:00,0.002371363,,,,,,,
2011-10-14 00:00:00,0.000364066,,,,,,,
2011-10-17 00:00:00,-0.000326027,,,,,,,
2011-10-18 00:00:00,-0.004896141,,,,,,,
2011-10-19 00:00:00,-0.004520712,,,,,,,
2011-10-20 00:00:00,0.003539146,,,,,,,
2011-10-21 00:00:00,0.003456723,,,,,,,
2011-10-24 00:00:00,-0.004588979,,,,,,,
2011-10-25 00:00:00,0.00501904,,,,,,,
2011-10-26 00:00:00,0.00031356,,,,,,,
2011-10-27 00:00:00,-0.002916167,,,,,,,
2011-10-28 00:00:00,-0.002282137,,,,,,,
2011-10-31 00:00:00,0.012644823,,,,,,,
2011-11-01 00:00:00,0.005037245,,,,,,,
2011-11-02 00:00:00,-0.00310624,,,,,,,
2011-11-03 00:00:00,0.006438466,,,,,,,
2011-11-04 00:00:00,-0.005234492,,,,,,,
2011-11-07 00:00:00,0.004993898,,,,,,,
2011-11-08 00:00:00,-0.009284539,,,,,,,
2011-11-09 00:00:00,-0.003762414,,,,,,,
2011-11-10 00:00:00,-0.000144946,,,,,,,
2011-11-11 00:00:00,0.006885545,,,,,,,
2011-11-14 00:00:00,-0.006030314,,,,,,,
2011-11-15 00:00:00,-0.005834044,,,,,,,
2011-11-16 00:00:00,0.001706773,,,,,,,
2011-11-17 00:00:00,-0.003765176,,,,,,,
2011-11-18 00:00:00,0.003136496,,,,,,,
2011-11-21 00:00:00,-0.003610376,,,,,,,
2011-11-22 00:00:00,4.77389E-05,,,,,,,
2011-11-23 00:00:00,0.006108324,,,,,,,
2011-11-24 00:00:00,-0.002912476,,,,,,,
2011-11-25 00:00:00,-0.001889168,,,,,,,
2011-11-28 00:00:00,-0.000316832,,,,,,,
2011-11-29 00:00:00,0.002134225,,,,,,,
2011-11-30 00:00:00,0.011504573,,,,,,,
2011-12-01 00:00:00,-0.013131696,,,,,,,
2011-12-02 00:00:00,0.002921839,,,,,,,
2011-12-05 00:00:00,0.002529197,,,,,,,
2011-12-06 00:00:00,-0.003328714,,,,,,,
2011-12-07 00:00:00,-0.002129642,,,,,,,
2011-12-08 00:00:00,-8.06433E-05,,,,,,,
2011-12-09 00:00:00,0.009781476,,,,,,,
2011-12-12 00:00:00,-0.00764754,,,,,,,
2011-12-13 00:00:00,0.004992431,,,,,,,
2011-12-14 00:00:00,-0.007008861,,,,,,,
2011-12-15 00:00:00,9.37837E-05,,,,,,,
2011-12-16 00:00:00,0.000900404,,,,,,,
2011-12-19 00:00:00,-0.001477227,,,,,,,
2011-12-20 00:00:00,0.008283425,,,,,,,
2011-12-21 00:00:00,-0.009869277,,,,,,,
2011-12-22 00:00:00,-0.002714669,,,,,,,
2011-12-23 00:00:00,-0.00901674,,,,,,,
2011-12-26 00:00:00,-0.000158436,,,,,,,
2011-12-27 00:00:00,-0.001844243,,,,,,,
2011-12-28 00:00:00,-0.003472763,,,,,,,
2011-12-29 00:00:00,0.00349133,,,,,,,
2011-12-30 00:00:00,0.000231944,,,,,,,
2012-01-02 00:00:00,0.009828,,,,,,,
2012-01-03 00:00:00,0.009566431,,,,,,,
2012-01-04 00:00:00,-0.005182472,,,,,,,
2012-01-05 00:00:00,0.006866139,,,,,,,
2012-01-06 00:00:00,0.007818896,,,,,,,
2012-01-09 00:00:00,-0.007313306,,,,,,,
2012-01-10 00:00:00,0.006327449,,,,,,,
2012-01-11 00:00:00,-0.004286488,,,,,,,
2012-01-12 00:00:00,0.002512759,,,,,,,
2012-01-13 00:00:00,0.004378937,,,,,,,
2012-01-16 00:00:00,0.001649655,,,,,,,
2012-01-17 00:00:00,0.000812666,,,,,,,
2012-01-18 00:00:00,-0.00083124,,,,,,,
2012-01-19 00:00:00,0.001434593,,,,,,,
2012-01-20 00:00:00,7.38939E-05,,,,,,,
2012-01-23 00:00:00,0.000935127,,,,,,,
2012-01-24 00:00:00,0.001122437,,,,,,,
2012-01-25 00:00:00,0.001900093,,,,,,,
2012-01-26 00:00:00,0.00702055,,,,,,,
2012-01-27 00:00:00,-0.010202252,,,,,,,
2012-01-30 00:00:00,-0.002922822,,,,,,,
2012-01-31 00:00:00,3.29089E-05,,,,,,,
2012-02-01 00:00:00,0.009496922,,,,,,,
2012-02-02 00:00:00,-0.000987555,,,,,,,
2012-02-03 00:00:00,0.008330983,,,,,,,
2012-02-06 00:00:00,0.000268518,,,,,,,
2012-02-07 00:00:00,0.00433066,,,,,,,
2012-02-08 00:00:00,-0.002845929,,,,,,,
2012-02-09 00:00:00,0.01055628,,,,,,,
2012-02-10 00:00:00,0.001595838,,,,,,,
2012-02-13 00:00:00,0.003267162,,,,,,,
2012-02-14 00:00:00,0.007158618,,,,,,,
2012-02-15 00:00:00,0.003925416,,,,,,,
2012-02-16 00:00:00,0.004284494,,,,,,,
2012-02-17 00:00:00,0.007076949,,,,,,,
2012-02-20 00:00:00,0.003879293,,,,,,,
2012-02-21 00:00:00,-0.004969484,,,,,,,
2012-02-22 00:00:00,0.003005317,,,,,,,
2012-02-23 00:00:00,0.005596527,,,,,,,
2012-02-24 00:00:00,0.017132934,,,,,,,
2012-02-27 00:00:00,-0.005262547,,,,,,,
2012-02-28 00:00:00,0.00526049,,,,,,,
2012-02-29 00:00:00,-0.014415277,,,,,,,
2012-03-01 00:00:00,0.003060473,,,,,,,
2012-03-02 00:00:00,-0.000844295,,,,,,,
2012-03-05 00:00:00,-0.005692732,,,,,,,
2012-03-06 00:00:00,-0.007364562,,,,,,,
2012-03-07 00:00:00,0.011273694,,,,,,,
2012-03-08 00:00:00,0.006501872,,,,,,,
2012-03-09 00:00:00,-0.001556924,,,,,,,
2012-03-12 00:00:00,0.004022011,,,,,,,
2012-03-13 00:00:00,0.003524699,,,,,,,
2012-03-14 00:00:00,-0.014053197,,,,,,,
2012-03-15 00:00:00,-0.006044677,,,,,,,
2012-03-16 00:00:00,0.004319504,,,,,,,
2012-03-19 00:00:00,0.000251184,,,,,,,
2012-03-20 00:00:00,-0.004079164,,,,,,,
2012-03-21 00:00:00,0.006699702,,,,,,,
2012-03-22 00:00:00,-0.009421659,,,,,,,
2012-03-23 00:00:00,0.003759794,,,,,,,
2012-03-26 00:00:00,0.012417953,,,,,,,
2012-03-27 00:00:00,0.007888914,,,,,,,
2012-03-28 00:00:00,-0.005148612,,,,,,,
2012-03-29 00:00:00,0.000928834,,,,,,,
2012-03-30 00:00:00,0.003384374,,,,,,,
2012-04-02 00:00:00,-0.003827385,,,,,,,
2012-04-03 00:00:00,-0.003838064,,,,,,,
2012-04-04 00:00:00,-0.009307255,,,,,,,
2012-04-05 00:00:00,0.008344252,,,,,,,
2012-04-06 00:00:00,0.005596269,,,,,,,
2012-04-09 00:00:00,-0.002847833,,,,,,,
2012-04-10 00:00:00,-0.006698354,,,,,,,
2012-04-11 00:00:00,-0.004072819,,,,,,,
2012-04-12 00:00:00,0.001701983,,,,,,,
2012-04-13 00:00:00,0.010147497,,,,,,,
2012-04-16 00:00:00,-0.009035343,,,,,,,
2012-04-17 00:00:00,-0.001204196,,,,,,,
2012-04-18 00:00:00,0.005193791,,,,,,,
2012-04-19 00:00:00,-0.001721247,,,,,,,
2012-04-20 00:00:00,0.004340671,,,,,,,
2012-04-23 00:00:00,-0.000447815,,,,,,,
2012-04-24 00:00:00,-0.010912954,,,,,,,
2012-04-25 00:00:00,0.005098631,,,,,,,
2012-04-26 00:00:00,0.005164347,,,,,,,
2012-04-27 00:00:00,-0.002994913,,,,,,,
2012-04-30 00:00:00,-0.003760161,,,,,,,
2012-05-01 00:00:00,-0.009160233,,,,,,,
2012-05-02 00:00:00,0.002019679,,,,,,,
2012-05-03 00:00:00,-0.006318088,,,,,,,
2012-05-04 00:00:00,-0.00373849,,,,,,,
2012-05-07 00:00:00,-0.016848832,,,,,,,
2012-05-08 00:00:00,-0.003224526,,,,,,,
2012-05-09 00:00:00,-0.001070611,,,,,,,
2012-05-10 00:00:00,-0.006655736,,,,,,,
2012-05-11 00:00:00,-0.003800701,,,,,,,
2012-05-14 00:00:00,-7.35094E-05,,,,,,,
2012-05-15 00:00:00,-0.00771256,,,,,,,
2012-05-16 00:00:00,-0.006373029,,,,,,,
2012-05-17 00:00:00,-0.003364181,,,,,,,
2012-05-18 00:00:00,-0.02568506,,,,,,,
