,BLOCK CLAIM LIABILITY REPORT - Paid Lag Triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-1998, 1.1624 ," 2,826.46 "," 198,556 "," 537,726 "," 15,320 "," 109,280 "," 64,318 "," 8,788 ", 850 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-1999, 1.1569 ," 2,835.06 "," 198,556 "," 723,533 "," 55,099 "," 78,962 "," 58,105 "," 5,540 ", 850 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-1999, 1.1513 ," 2,816.63 "," 186,494 "," 867,537 ", 724 ," 73,514 "," 100,846 "," 2,952 "," 6,434 "," 1,354 ", 670 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-1999, 1.1456 ," 2,829.58 "," 186,494 "," 1,030,485 "," 22,541 "," 122,603 "," 33,881 "," 1,847 "," 3,742 "," 1,210 ", 670 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-1999, 1.1401 ," 2,910.37 "," 255,986 "," 1,273,900 "," 13,576 "," 98,490 "," 88,390 "," 43,589 "," 3,662 "," 1,893 "," 2,160 ", 72 ," 4,154 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-1999, 1.1346 ," 2,874.03 "," 255,986 "," 1,443,381 "," 33,308 "," 90,083 "," 107,509 "," 13,397 "," 3,572 "," 3,399 ", 492 , 72 ," 4,154 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-1999, 1.1291 ," 2,840.92 "," 218,545 "," 1,636,690 "," 6,555 "," 111,208 "," 44,850 "," 15,516 "," 14,096 "," 20,812 "," 1,119 ", 484 ," 5,922 "," (2,017)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-1999, 1.1236 ," 2,830.39 "," 218,545 "," 1,961,904 "," 57,812 "," 73,515 "," 57,928 "," 10,474 "," 13,276 ", 141 ," 1,010 ", 484 ," 6,162 "," (2,257)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Aug-1999, 1.1182 ," 2,957.81 "," 206,958 "," 2,117,181 "," 17,973 "," 92,380 "," 33,087 "," 19,224 "," 2,579 "," 2,463 "," 34,006 ", (80), 309 ," 3,572 ", 13 ," 1,432 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-1999, 1.1127 ," 2,973.89 "," 206,958 "," 2,324,740 "," 35,600 "," 88,108 "," 29,728 "," 10,188 "," 5,698 "," 1,709 "," 30,681 ", (80)," 3,589 ", 292 , 13 ," 1,432 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-1999, 1.1073 ," 2,943.35 "," 95,546 "," 2,485,241 "," 9,177 "," 52,091 "," 8,840 "," 4,870 "," 4,827 "," 13,323 "," (7,175)"," 1,423 ", 384 , 278 ," 6,985 ", 227 , 240 , 56 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-1999, 1.1019 ," 3,014.08 "," 95,546 "," 2,642,502 "," 21,566 "," 44,918 "," 5,794 "," 3,493 "," 4,941 "," 13,013 "," (7,298)", 949 , 492 , 213 ," 6,942 ", 227 , 240 , 56 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-1999, 1.0966 ," 3,018.72 "," 219,368 "," 2,723,847 "," 9,334 "," 90,775 "," 92,161 "," 12,514 "," 4,501 "," 3,851 ", 655 , 828 , 203 ," 3,333 ", 581 , 90 , 167 , -   , -   , 179 , 196 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-2000, 1.0913 ," 3,003.32 "," 219,368 "," 2,890,682 "," 51,587 "," 137,822 "," 7,018 "," 12,343 "," 1,008 "," 3,609 ", 703 , 732 , 127 ," 3,206 ", 581 , 115 , 142 , -   , -   , 375 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-2000, 1.0860 ," 3,006.06 "," 318,121 "," 3,179,667 "," 8,561 "," 60,370 "," 167,781 "," 11,758 "," 26,014 "," 2,620 "," 22,338 "," (1,676)", 677 , 280 , 799 ," 6,427 "," 11,304 ", 519 , 19 , -   , 97 , 9 , 224 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-2000, 1.0808 ," 3,001.39 "," 318,121 "," 3,337,481 "," 24,902 "," 72,373 "," 149,464 "," 8,997 "," 19,057 "," 2,477 "," 22,318 "," (1,662)", 677 , 779 , 195 ," 16,998 ", 678 , 538 , -   , 84 , 13 , 233 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-2000, 1.0755 ," 3,027.80 "," 194,291 "," 3,604,033 "," 5,744 "," 88,812 "," 73,915 "," 6,913 "," 10,480 ", (259)," 5,261 ", 430 , 116 ," 1,600 ", 112 , 166 , 152 , -   , 282 , 75 , -   , -   , 492 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-2000, 1.0703 ," 3,053.26 "," 194,291 "," 3,893,254 "," 33,042 "," 115,076 "," 22,022 "," 7,991 "," 8,209 ", (471)," 4,997 ", 430 , 116 ," 1,712 ", 166 , -   , 152 , -   , 282 , 75 , -   , 492 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-2000, 1.0652 ," 3,019.49 "," 295,608 "," 4,132,304 "," 9,146 "," 126,060 "," 101,785 "," 23,437 "," 14,176 "," 11,759 "," 7,297 ", 472 , 32 , 239 , 124 , -   , 7 , 460 , 176 , 128 , 10 , -   , -   , -   , 300 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-2000, 1.0600 ," 3,006.07 "," 295,608 "," 4,408,543 "," 95,821 "," 139,851 "," 32,541 "," 7,864 "," 8,316 "," 2,179 "," 7,260 ", 300 , 32 , 239 , 124 , 211 , (204), 460 , 176 , 128 , 10 , -   , -   , -   , 300 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Aug-2000, 1.0549 ," 2,987.36 "," 230,602 "," 4,712,445 "," 9,415 "," 48,503 "," 127,444 "," 9,062 "," 2,904 "," 14,411 "," 14,223 "," (3,390)", 662 ," 6,212 ", 33 , -   , -   , 90 , -   , -   , 230 , -   , -   , -   , 803 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-2000, 1.0498 ," 2,953.34 "," 230,602 "," 4,887,620 "," 31,473 "," 178,666 "," 9,928 "," (5,630)"," 1,840 ", 934 ," 13,701 "," (3,004)", 306 ," 1,265 ", -   , -   , -   , 90 , -   , -   , 230 , -   , -   , -   , 803 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-2000, 1.0447 ," 2,927.27 "," 186,976 "," 5,228,248 "," 4,419 "," 34,068 "," 91,527 "," 34,631 "," 9,161 "," 5,596 "," 4,375 ", 412 ," 1,128 "," 1,357 ", 291 , 11 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-2000, 1.0396 ," 2,897.23 "," 186,976 "," 5,340,093 "," 31,361 "," 76,026 "," 56,350 "," 6,484 "," 7,803 "," 5,412 ", 341 ," 1,097 ", 517 ," 1,343 ", 231 , 11 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-2000, 1.0346 ," 2,887.18 "," 146,038 "," 5,518,662 "," 1,804 "," 66,303 "," 37,667 "," 17,053 "," 2,170 "," 13,856 "," 1,103 "," 1,737 ", 266 , 115 , 231 , 271 ," 2,907 ", -   , -   , -   , 130 , -   , -   , -   , -   , -   , -   , 96 , -   , 329 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-2001, 1.0295 ," 2,887.80 "," 146,038 "," 5,728,402 "," 19,993 "," 59,964 "," 35,539 "," 9,556 "," 13,627 ", 342 ," 1,024 "," 1,821 ", 208 , 533 , 148 , 392 ," 2,336 ", -   , -   , 40 , 90 , -   , -   , -   , -   , -   , 96 , -   , -   , 329 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-2001, 1.0246 ," 2,887.03 "," 82,703 "," 5,887,533 ", 240 ," 15,910 "," 39,608 "," 6,673 "," 2,288 "," 4,935 "," 3,876 ", 239 , 985 , 304 ," 5,839 ", 52 , 101 ," 1,201 ", 452 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-2001, 1.0196 ," 2,848.34 "," 82,703 "," 5,990,770 "," 9,046 "," 43,493 "," 7,571 "," 5,995 "," 3,715 "," 3,670 ", 279 , 596 , 578 , 932 ," 5,022 ", 119 , 251 ," 1,037 ", 399 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-2001, 1.0147 ," 2,809.87 "," 52,143 "," 6,095,438 ", 753 ," 13,772 "," 13,968 "," 12,573 "," 2,779 "," 5,650 ", 674 ," 1,530 ", 322 , -   , 92 , -   , -   , -   , -   , -   , 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-2001, 1.0098 ," 2,815.61 "," 52,143 "," 6,171,157 "," 12,673 "," 20,961 "," 6,855 "," 5,064 "," 3,297 "," 1,391 "," 1,458 ", 126 , 196 , -   , 92 , -   , -   , -   , -   , -   , 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-2001, 1.0048 ," 2,810.52 ", -   ," 6,220,018 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-2001, 1.0000 ," 2,830.07 ", -   ," 6,253,366 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,," 104,079.17 "," 6,319,704 ",," 810,047 "," 2,760,061 "," 1,752,668 "," 333,156 "," 205,872 "," 141,279 "," 168,218 "," 4,342 "," 32,314 "," 23,530 "," 28,614 "," 28,181 "," 18,473 "," 4,507 "," 1,786 "," 1,084 "," 1,066 ", 734 , 716 , -   ," 2,206 ", -   , 96 , 96 , -   , 658 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Completion Factor Development Based on the Last k Months of Data For Each Lag Month Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,  k =,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
A. Claims       ……………………………………………,,,," 262,596 "," 13,426 "," 78,226 "," 68,002 "," 34,797 "," 21,800 "," 24,545 "," 6,843 ", 242 ," 2,613 "," 9,073 ", 281 , 211 , 107 , 998 , 583 , 534 , 306 , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
B. Trended Claims       …………………………………,,,," 268,649 "," 13,561 "," 79,485 "," 69,397 "," 35,546 "," 22,407 "," 25,370 "," 7,120 ", 214 ," 2,735 "," 9,552 ", 298 , 224 , 117 ," 1,071 ", 626 , 581 , 334 , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C. Exposure      …………………………………………,,,,," 11,266 "," 11,284 "," 11,361 "," 11,433 "," 11,510 "," 11,559 "," 11,599 "," 11,665 "," 11,765 "," 11,874 "," 11,966 "," 12,066 "," 12,107 "," 12,102 "," 12,089 "," 12,039 "," 12,029 "," 12,042 "," 11,979 "," 11,950 "," 11,889 "," 11,705 "," 11,603 "," 11,503 "," 11,456 "," 11,455 "," 11,431 "," 11,392 "," 11,308 "," 11,259 "," 11,170 "," 10,999 "," 10,749 "," 7,968 "," 5,240 "," 2,576 "
D. Monthly Claim Costs       ……………………………,,,, 23.55 , 1.20 , 7.04 , 6.11 , 3.11 , 1.95 , 2.19 , 0.61 , 0.02 , 0.23 , 0.80 , 0.02 , 0.02 , 0.01 , 0.09 , 0.05 , 0.05 , 0.03 , 0.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
E. Cumulative Costs       ………………………………,,,,, 1.20 , 8.25 , 14.36 , 17.47 , 19.41 , 21.61 , 22.22 , 22.24 , 22.47 , 23.28 , 23.30 , 23.32 , 23.33 , 23.42 , 23.47 , 23.52 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 , 23.55 
F. Completion Factors       ……………………………,,,,, 0.051 , 0.350 , 0.610 , 0.742 , 0.824 , 0.918 , 0.944 , 0.944 , 0.954 , 0.989 , 0.990 , 0.990 , 0.991 , 0.995 , 0.997 , 0.999 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,PAID CLAIMS / NUMBER OF MONTHS BETWEEN INCURRED AND PAID DATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paid Month,,,Total Paid,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
Aug-1998,,," 50,333 ",," 50,333 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-1998,,," 50,333 ",," 50,333 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-1998,,," 20,337 ",," 20,337 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-1998,,," 216,906 ",," 40,479 "," 176,427 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-1998,,," 199,817 ",," 15,320 "," 159,677 "," 24,820 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-1999,,," 185,807 ",," 55,099 "," 109,280 "," 21,428 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-1999,,," 144,004 ",, 724 ," 78,962 "," 64,318 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-1999,,," 162,948 ",," 22,541 "," 73,514 "," 58,105 "," 8,788 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-1999,,," 243,415 ",," 13,576 "," 122,603 "," 100,846 "," 5,540 ", 850 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-1999,,," 169,481 ",," 33,308 "," 98,490 "," 33,881 "," 2,952 ", 850 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-1999,,," 193,309 ",," 6,555 "," 90,083 "," 88,390 "," 1,847 "," 6,434 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-1999,,," 325,214 ",," 57,812 "," 111,208 "," 107,509 "," 43,589 "," 3,742 "," 1,354 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Aug-1999,,," 155,277 ",," 17,973 "," 73,515 "," 44,850 "," 13,397 "," 3,662 "," 1,210 ", 670 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-1999,,," 207,559 ",," 35,600 "," 92,380 "," 57,928 "," 15,516 "," 3,572 "," 1,893 ", 670 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-1999,,," 160,501 ",," 9,177 "," 88,108 "," 33,087 "," 10,474 "," 14,096 "," 3,399 "," 2,160 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-1999,,," 157,261 ",," 21,566 "," 52,091 "," 29,728 "," 19,224 "," 13,276 "," 20,812 ", 492 , 72 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-1999,,," 81,345 ",," 9,334 "," 44,918 "," 8,840 "," 10,188 "," 2,579 ", 141 ," 1,119 ", 72 ," 4,154 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-2000,,," 166,835 ",," 51,587 "," 90,775 "," 5,794 "," 4,870 "," 5,698 "," 2,463 "," 1,010 ", 484 ," 4,154 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-2000,,," 288,985 ",," 8,561 "," 137,822 "," 92,161 "," 3,493 "," 4,827 "," 1,709 "," 34,006 ", 484 ," 5,922 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-2000,,," 157,814 ",," 24,902 "," 60,370 "," 7,018 "," 12,514 "," 4,941 "," 13,323 "," 30,681 ", (80)," 6,162 "," (2,017)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-2000,,," 266,552 ",," 5,744 "," 72,373 "," 167,781 "," 12,343 "," 4,501 "," 13,013 "," (7,175)", (80), 309 ," (2,257)", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-2000,,," 289,221 ",," 33,042 "," 88,812 "," 149,464 "," 11,758 "," 1,008 "," 3,851 "," (7,298)"," 1,423 "," 3,589 "," 3,572 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-2000,,," 239,050 ",," 9,146 "," 115,076 "," 73,915 "," 8,997 "," 26,014 "," 3,609 ", 655 , 949 , 384 , 292 , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-2000,,," 276,239 ",," 95,821 "," 126,060 "," 22,022 "," 6,913 "," 19,057 "," 2,620 ", 703 , 828 , 492 , 278 , 13 ," 1,432 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Aug-2000,,," 303,902 ",," 9,415 "," 139,851 "," 101,785 "," 7,991 "," 10,480 "," 2,477 "," 22,338 ", 732 , 203 , 213 ," 6,985 "," 1,432 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-2000,,," 175,175 ",," 31,473 "," 48,503 "," 32,541 "," 23,437 "," 8,209 ", (259)," 22,318 "," (1,676)", 127 ," 3,333 "," 6,942 ", 227 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-2000,,," 340,628 ",," 4,419 "," 178,666 "," 127,444 "," 7,864 "," 14,176 ", (471)," 5,261 "," (1,662)", 677 ," 3,206 ", 581 , 227 , 240 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-2000,,," 111,845 ",," 31,361 "," 34,068 "," 9,928 "," 9,062 "," 8,316 "," 11,759 "," 4,997 ", 430 , 677 , 280 , 581 , 90 , 240 , 56 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-2000,,," 178,569 ",," 1,804 "," 76,026 "," 91,527 "," (5,630)"," 2,904 "," 2,179 "," 7,297 ", 430 , 116 , 779 , 799 , 115 , 167 , 56 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-2001,,," 209,740 ",," 19,993 "," 66,303 "," 56,350 "," 34,631 "," 1,840 "," 14,411 "," 7,260 ", 472 , 116 ," 1,600 ", 195 ," 6,427 ", 142 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-2001,,," 159,131 ",, 240 ," 59,964 "," 37,667 "," 6,484 "," 9,161 ", 934 ," 14,223 ", 300 , 32 ," 1,712 ", 112 ," 16,998 "," 11,304 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-2001,,," 103,237 ",," 9,046 "," 15,910 "," 35,539 "," 17,053 "," 7,803 "," 5,596 "," 13,701 "," (3,390)", 32 , 239 , 166 , 166 , 678 , 519 , -   , 179 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-2001,,," 104,668 ",, 753 ," 43,493 "," 39,608 "," 9,556 "," 2,170 "," 5,412 "," 4,375 "," (3,004)", 662 , 239 , 124 , -   , 152 , 538 , 19 , 375 , 196 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
