SQL request,17:24,0,X,,,X,X,,Yes,,,First Scheduled Task,,,** Standard **,,,,"echo ""24 17 15 12 * export ORACLE_HOME=/apps/oracle/current/;export PATH=/apps/oracle/current/bin:\$PATH;echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** Standard **','','First Scheduled Task','');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/COB_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_crontab",,"echo ""24 17 15 12 * export ORACLE_HOME=/apps/oracle/current/;export PATH=/apps/oracle/current/bin:\$PATH;echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** Standard **','','First Scheduled Task','');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/COB_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_crontab",, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='** Standard **' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','','First Scheduled Task','** Standard **',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','SQL request//First Scheduled Task/** Standard **//');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:24,3,X,,,,,,Yes,,Reconciliation,JPMSL,, -   ,Test Pack - JPMSL,,,,#VALUE!,"echo ""echo \""exec Test_Pack_TaskScheduler_Update ('ITMM','Test Pack - JPMSL','15/12/2006 17:24:00');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/TaskSched_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/bin/testpack_AceTP_Sched.sh",,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - JPMSL' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Reconciliation','JPMSL','Test Pack - JPMSL',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','AceTP scheduler/Reconciliation/JPMSL/Test Pack - JPMSL/0/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,17:27,1,,,,,,,No,MQ,SWIFT, ,, 2 ,f1778542,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778542' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778542',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,17:27,1,,,,,,,No,MQ,SWIFT, ,, 3 ,f1778544,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778544' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778544',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,17:27,1,,,,,,,No,MQ,SWIFT, ,, 1 ,f1778553,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778553' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778553',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:27,3,X,,X,,X,,Yes,,Reconciliation,ABNL,, 596 ,Test Pack - ABNL,SP,,,#VALUE!,"echo ""echo \""exec Test_Pack_TaskScheduler_Update ('ITMM','Test Pack - ABNL','15/12/2006 17:27:00');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/TaskSched_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/bin/testpack_AceTP_Sched.sh",,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - ABNL' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Reconciliation','ABNL','Test Pack - ABNL',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','AceTP scheduler/Reconciliation/ABNL/Test Pack - ABNL/596/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START Reconciliation - Test Pack - ABNL');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:30,2,,,,,,,No,,Reconciliation,JPMSL,," 1,090 ",Test Pack - JPMSL,,,,,,,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - JPMSL' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Reconciliation','JPMSL','Test Pack - JPMSL',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:30,2,X,,,,,,Yes,,Reconciliation,UBS,, 143 ,Test Pack - UBS,SP,,,#VALUE!,"echo ""echo \""exec Test_Pack_TaskScheduler_Update ('ITMM','Test Pack - UBS','15/12/2006 17:30:00');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/TaskSched_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/bin/testpack_AceTP_Sched.sh",,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - UBS' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Reconciliation','UBS','Test Pack - UBS',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','AceTP scheduler/Reconciliation/UBS/Test Pack - UBS/143/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START Reconciliation - Test Pack - UBS');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:32,4,X,,,,,,Yes,,Reconciliation,CCF,, 901 ,Test Pack - CCF,SP,,,#VALUE!,"echo ""echo \""exec Test_Pack_TaskScheduler_Update ('ITMM','Test Pack - CCF','15/12/2006 17:32:00');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/TaskSched_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/bin/testpack_AceTP_Sched.sh",,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - CCF' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Reconciliation','CCF','Test Pack - CCF',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','AceTP scheduler/Reconciliation/CCF/Test Pack - CCF/901/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START Reconciliation - Test Pack - CCF');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
Crontab,17:36,1,,,,,,,No,MQ,SWIFT, ,, 6 ,f1778565,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778565' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778565',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:36,2,,,,,,,No,,Reconciliation,CCF,, -   ,Test Pack - CCF,,,,,,,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - CCF' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Reconciliation','CCF','Test Pack - CCF',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:36,1,,,,,,,No,,Reconciliation,BBV,, 307 ,Test Pack - BBV,,,,,,,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - BBV' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Reconciliation','BBV','Test Pack - BBV',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
Crontab,17:36,1,,,,,,,No,MQ,SWIFT, ,, 1 ,f1778597,,,,,,,, ,Yes,,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='f1778597' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','SWIFT',' ','f1778597',''",,,,,testpack_COB_snapshot_before,,,,#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:36,9,X,,,,,,Yes,,Simulation - G50,simulation (EP),, -   ,Test Pack - simulation (EP),SP,,,#VALUE!,"echo ""echo \""exec Test_Pack_TaskScheduler_Update ('ITMM','Test Pack - simulation (EP)','15/12/2006 17:36:00');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/TaskSched_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/bin/testpack_AceTP_Sched.sh",,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - simulation (EP)' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Simulation - G50','simulation (EP)','Test Pack - simulation (EP)',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','AceTP scheduler/Simulation - G50/simulation (EP)/Test Pack - simulation (EP)/0/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START Simulation - G50 - Test Pack - simulation (EP)');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
AceTP scheduler,17:45,3,X,,X,,,,Yes,,Simulation - G50,simulation (INTR),, -   ,Test Pack - simulation (INTR),SP,,,#VALUE!,"echo ""echo \""exec Test_Pack_TaskScheduler_Update ('ITMM','Test Pack - simulation (INTR)','15/12/2006 17:45:00');\"" | sqlplus acetp/acetp@atpeur90.fr.net.intra >>/apps/tibco/acetppf1/TestPack/logs/TaskSched_20131213.log 2>&1"" >> /apps/tibco/acetppf1/TestPack/bin/testpack_AceTP_Sched.sh",,, ,,Yes,,,,,,,, ,, ,20131213,"begin declare LC$br integer;LC$job varchar2(80);begin select max(branch_db_id) into LC$br from Branch where code = 'ITMM'; select max(job_name) into LC$job from task where ACTIVE = 1 and description='Test Pack - simulation (INTR)' and branch_db_id=LC$br; update qrtz_triggers set trigger_state='WAITING', NEXT_FIRE_TIME=(to_date('","'20131213','ITMM','Simulation - G50','simulation (INTR)','Test Pack - simulation (INTR)',''",,,,,testpack_COB_snapshot_before,";echo \""exec TEST_PACK_CTRL ('20131213','ITMM','** RESULT **','','','AceTP scheduler/Simulation - G50/simulation (INTR)/Test Pack - simulation (INTR)/0/');\"" >> /apps/tibco/acetppf1/TestPack/logs/testpack_COB_snapshot_before.wrk",,";echo \""exec statspack.SNAP(6, i_ucomment => 'START Simulation - G50 - Test Pack - simulation (INTR)');\""  | sqlplus perfstat/perfstat@atpeur90.fr.net.intra",#VALUE!,#VALUE!,#VALUE!, 
