Infinity Property & Casualty Corp.,US45665Q1031,USD,700.00,44.2600,"24,432.79",1.2681,37.90,"20,631.40"
,,,,,,,,
Metlife Inc.,US59156R1086,USD,"1,000.00",58.6600,"46,260.01",1.2681,55.94,"43,502.98"
BP Prudhoe Bay Royalty Trust,US0556301077,USD,690.00,74.0900,"40,315.52",1.2681,73.30,"39,635.34"
Regions Fin. Corp.,US7591EP1005,USD,700.00,37.9400,"20,943.97",1.2681,36.16,"19,685.12"
JLG Industries Inc.,US4662101017,USD,"1,300.00",27.5800,"28,274.91",1.2681,17.56,"17,756.50"
,,,,,,,,
Inventarliste für GALIPLAN Aktien Global AMI*,,,,,,,,
per 27.10.2006,,,,,,,,
,,,,,,,,
,,,,,,,,
WP-Name,ISIN,Whg.,Anzahl,Bewertungskurs,Volumen in Depotwhg.,Fremdwhg.kurs,Einstandskurs,Buchwert DW
Telecom. de Sao Paulo SA ADR,US87929A1025,USD,"1,200.00",23.5700,"22,305.11",1.2681,22.94,"21,492.90"
Petrochina Co. Ltd. ADR,US71646E1001,USD,470.00,110.6700,"41,019.60",1.2681,110.68,"40,626.18"
Grey Wolf Inc.,US3978881080,USD,"3,600.00",7.1300,"20,242.10",1.2681,7.28,"20,562.69"
Merck Co.,US5893311077,USD,"1,800.00",46.0900,"65,424.86",1.2681,41.59,"58,453.49"
Siliconware Precision Industries Co. ADR,US8270848646,USD,"8,800.00",6.3100,"43,790.07",1.2681,5.97,"41,042.55"
,,,,,,,,
Glaxosmithkline PLC ADR,US37733W1053,USD,500.00,53.2800,"21,008.64",1.2681,55.03,"21,576.23"
SK Telecom Co. Ltd. ADR,US78440P1084,USD,"1,200.00",24.3500,"23,043.26",1.2681,21.92,"20,628.73"
Parker Drilling Co.,US7010811013,USD,"4,000.00",8.2700,"26,087.30",1.2681,6.69,"20,982.58"
ABN AMRO Holding NV ADR,US0009371024,USD,"2,800.00",29.2400,"64,565.28",1.2681,28.27,"62,040.35"
New Jersey Resources Corp.,US6460251068,USD,500.00,51.6500,"20,365.92",1.2681,49.47,"19,317.23"
Ocwen Financial Corp.,US6757463095,USD,"1,700.00",16.0000,"21,450.26",1.2681,15.60,"20,797.79"
Royal Dutch Shell PLC ADR,US7802592060,USD,800.00,69.1300,"43,613.42",1.2681,71.65,"44,950.74"
IndyMac Bancorp Inc.,US4566071001,USD,"1,200.00",45.2900,"42,859.51",1.2681,41.36,"38,758.57"
DePfa Bank PLC,IE0072559994,EUR,"1,400.00",13.4400,"18,816.00",1.0000,14.94,"20,920.64"
Acc. Home Lenders Hldg. Co.,US00437P1075,USD,450.00,30.7700,"10,919.52",1.2681,54.28,"20,385.68"
Realnetworks Inc.,US75605L1044,USD,"3,459.00",10.9100,"29,760.41",1.2681,8.33,"24,340.20"
Tesoro Corp.,US8816091016,USD,400.00,63.5600,"20,049.68",1.2681,72.18,"22,641.68"
Telemig Celular Particip. SA PFD ADR,US87944E1055,USD,500.00,34.8000,"13,721.86",1.2681,51.75,"21,371.49"
,,,,,,,,
Aluminum Corp. of China Ltd. ADR,US0222761092,USD,960.00,17.9100,"13,559.09",1.2681,26.77,"21,221.11"
,,,,,,,,
Leucadia National Corp.,US5272881047,USD,"2,220.00",26.8600,"47,024.33",1.2681,27.00,"48,880.24"
Merrill Lynch & Co.,US5901881087,USD,600.00,86.9700,"41,151.37",1.2681,86.12,"40,787.74"
Reliance Steel & Aluminum Co.,US7595091023,USD,900.00,34.2300,"24,294.78",1.2681,28.88,"20,212.23"
Insteel Industries Inc.,US45774W1080,USD,"1,300.00",18.8900,"19,365.96",1.2681,20.46,"22,113.55"
Philippine L. Dist. Telephone Co. ADR,US7182526043,USD,700.00,46.8900,"25,884.63",1.2681,39.17,"21,499.95"
,,,,,,,,
Citizens Communications Co.,US17453B1017,USD,"3,800.00",14.7800,"44,291.63",1.2681,13.55,"40,223.29"
SABESP ADR,US20441A1025,USD,"2,900.00",29.4500,"67,351.45",1.2681,22.25,"51,558.64"
Nutri/System Inc.,US67069D1081,USD,600.00,63.0000,"29,809.55",1.2681,53.76,"26,172.45"
Brightpoint Inc.,US1094734050,USD,"3,300.00",12.3700,"32,191.95",1.2681,16.16,"41,635.53"
UGI Corp.,US9026811052,USD,"3,200.00",26.2200,"66,167.74",1.2681,24.43,"60,803.57"
CNH Global NV,NL0000298933,USD,"1,000.00",26.7100,"21,063.84",1.2681,25.78,"20,935.50"
Unilever PLC ADR,US9047677045,USD,"5,400.00",25.0300,"106,590.43",1.2681,24.16,"101,820.53"
Pantry Inc.,US6986571031,USD,921.00,54.0500,"39,257.17",1.2681,65.71,"49,408.62"
Hansen Natural Corp.,US4113101053,USD,600.00,32.3800,"15,321.16",1.2681,33.92,"16,827.25"
Tsakos Energy Navigation Ltd.,BMG9108L1081,USD,600.00,45.1300,"21,354.05",1.2681,40.99,"19,123.69"
,,,,,,,,
Inventarliste für GALIPLAN Aktien Global AMI*,,,,,,,,
per 27.10.2006,,,,,,,,
,,,,,,,,
,,,,,,,,
WP-Name,ISIN,Whg.,Anzahl,Bewertungskurs,Volumen in Depotwhg.,Fremdwhg.kurs,Einstandskurs,Buchwert DW
Bear Stearns Cos. Inc. (The),US0739021089,USD,800.00,149.2100,"94,135.09",1.2681,134.01,"83,541.58"
BB Biotech AG,CH0001441580,EUR,400.00,53.8800,"21,552.00",1.0000,49.19,"19,677.29"
Medallion Financial Corp.,US5839281061,USD,"2,000.00",11.7500,"18,532.39",1.2681,13.46,"21,456.12"
Gerdau Ameristeel Corp.,CA37373P1053,USD,"2,500.00",10.4200,"20,543.35",1.2681,10.48,"20,878.47"
Marathon Oil Corp.,US5658491064,USD,600.00,86.3500,"40,858.01",1.2681,85.46,"40,212.47"
PW Eagle Inc.,US69366Y1082,USD,"3,900.00",34.3900,"105,769.49",1.2681,26.10,"83,474.79"
Continental Airlines Inc.,US2107953083,USD,"3,000.00",36.3100,"85,903.55",1.2681,26.46,"63,953.29"
Intergraph Corp.,US4586831095,USD,500.00,43.6100,"17,195.69",1.2681,50.35,"20,977.26"
PrimeWest Energy Trust,CA7419303093,USD,800.00,25.7900,"16,270.65",1.2681,31.05,"20,991.90"
Petroleo Brasileiro SA ADR,US71654V4086,USD,270.00,89.0100,"18,952.49",1.2681,85.76,"19,444.36"
Anglo American PLC ADR,US03485P1021,USD,"1,300.00",22.5200,"23,087.42",1.2681,19.59,"20,923.88"
Southern Copper Corp.,US84265V1052,USD,"1,340.00",52.1000,"55,056.19",1.2681,37.91,"41,847.36"
Phelps Dodge Corp.,US7172651025,USD,600.00,100.5800,"47,591.18",1.2681,91.08,"42,855.25"
Avaya Inc.,US0534991098,USD,"2,195.00",12.8200,"22,191.48",1.2681,12.25,"21,812.82"
FirstEnergy Corp.,US3379321074,USD,"1,000.00",59.5300,"46,946.10",1.2681,56.23,"44,097.60"
Carpenter Technology Corp.,US1442851036,USD,500.00,104.3000,"41,126.14",1.2681,98.48,"38,719.84"
Allegheny Technologies Inc.,US01741R1023,USD,"1,150.00",80.0900,"72,633.97",1.2681,52.25,"49,666.84"
Knight Capital Group Inc.,US4990051066,USD,"2,800.00",18.3600,"40,540.99",1.2681,18.56,"40,709.46"
Cummins Inc.,US2310211063,USD,"1,220.00",130.9600,"125,997.56",1.2681,104.18,"103,261.77"
Starwood Hotels & Res. Worldwide Inc.,US85590A4013,USD,500.00,59.4700,"23,449.39",1.2681,50.90,"19,956.44"
,,,,,,,,
Mannatech Inc.,US5637711046,USD,"1,900.00",14.9400,"22,385.55",1.2681,14.37,"21,414.24"
Credicorp Ltd.,BMG2519Y1084,USD,800.00,42.0500,"26,528.92",1.2681,32.53,"20,405.42"
Saia Inc.,US78709Y1055,USD,800.00,26.2000,"16,529.32",1.2681,29.74,"20,030.31"
Genco Shipping & Trading Ltd.,MHY2685T1073,USD,"2,200.00",24.2400,"42,055.12",1.2681,22.73,"39,376.30"
Honda Motor Co. Ltd. ADR,US4381283088,USD,"1,600.00",35.8900,"45,285.28",1.2681,32.72,"41,121.26"
First Marblehead Corp.,US3207711082,USD,500.00,65.4600,"25,811.29",1.2681,48.16,"18,945.53"
Loral Space & Communications Inc.,US5438811060,USD,900.00,28.3900,"20,149.84",1.2681,28.53,"20,199.09"
,,,,,,,,
Avnet Inc.,US0538071038,USD,"2,600.00",22.4500,"46,031.31",1.2681,20.04,"40,817.81"
TNT NV ADR,US87260W1018,USD,800.00,38.2900,"24,156.78",1.2681,34.22,"21,536.29"
OMI Corp.,MHY6476W1049,USD,"3,400.00",22.5000,"60,328.85",1.2681,22.42,"59,841.27"
American Fin. Group Inc.,US0259321042,USD,"1,200.00",47.8400,"45,272.66",1.2681,43.26,"40,750.32"
Sunoco Inc.,US86764P1093,USD,300.00,66.4000,"15,709.16",1.2681,88.79,"22,508.58"
BB Medtech AG,CH0000428661,EUR,540.00,41.8500,"22,599.00",1.0000,37.71,"20,364.19"
Encore Wire Corp.,US2925621052,USD,"1,500.00",30.0400,"35,534.88",1.2681,33.88,"40,050.80"
Valero Energy Corp.,US91913Y1001,USD,400.00,53.0800,"16,743.82",1.2681,64.44,"20,281.15"
FreightCar America Inc.,US3570231007,USD,"1,000.00",54.3400,"42,853.20",1.2681,51.07,"40,246.91"
,,,,,,,,
Inventarliste für GALIPLAN Aktien Global AMI*,,,,,,,,
per 27.10.2006,,,,,,,,
,,,,,,,,
,,,,,,,,
WP-Name,ISIN,Whg.,Anzahl,Bewertungskurs,Volumen in Depotwhg.,Fremdwhg.kurs,Einstandskurs,Buchwert DW
InterDigital Comm. Corp.,US45866A1051,USD,"1,600.00",36.2900,"45,789.99",1.2681,31.85,"39,846.91"
United States Steel Corp.,US9129091081,USD,400.00,68.7400,"21,683.69",1.2681,69.11,"21,819.69"
Holly Corp.,US4357583057,USD,600.00,48.1400,"22,778.28",1.2681,42.36,"19,766.64"
Aracruz Celulose SA ADR,US0384962041,USD,"1,000.00",54.9800,"43,357.91",1.2681,52.45,"41,129.30"
BG Group PLC ADR,US0554342032,USD,800.00,66.4900,"41,947.87",1.2681,66.97,"41,869.62"
Embratel Partic. SA PFD ADR,US29081N2099,USD,"1,700.00",16.3000,"21,852.45",1.2681,15.95,"21,260.14"
Chesapeake Energy Corp.,US1651671075,USD,800.00,32.4000,"20,440.83",1.2681,30.56,"20,584.97"
Volt Information Sciences Inc.,US9287031077,USD,"1,500.00",40.8700,"48,345.89",1.2681,34.68,"40,777.07"
Dillard's Inc.,US2540671011,USD,"1,600.00",30.4600,"38,433.82",1.2681,31.13,"38,924.94"
Mothers Work Inc.,US6199031070,USD,900.00,49.7900,"35,338.51",1.2681,30.08,"21,015.80"
Oregon Steel Mills Inc.,US6860791044,USD,450.00,57.0200,"20,235.01",1.2681,56.49,"20,065.42"
U.S. Concrete Inc.,US90333L1026,USD,"2,500.00",6.4500,"12,716.38",1.2681,10.64,"20,653.30"
Oneok Inc.,US6826801036,USD,"1,200.00",41.6800,"39,443.24",1.2681,41.30,"39,120.15"
Cia Nac. Telefonos de Venezuela ADR,US2044211017,USD,"2,600.00",19.6600,"40,310.71",1.2681,19.42,"39,474.73"
,,,,,,,,
Total SA ADR,US89151E1091,USD,800.00,68.1300,"42,982.53",1.2681,62.51,"39,160.32"
Alcan Inc.,CA0137161059,USD,"1,300.00",45.2000,"46,338.87",1.2681,42.42,"42,881.84"
New Century Financial Corp.,US6435EV1082,USD,500.00,38.9100,"15,342.45",1.2681,48.83,"19,940.67"
PACCAR Inc.,US6937181088,USD,525.00,59.4200,"24,601.16",1.2681,49.54,"21,107.58"
Frontier Oil Corp.,US35914P1057,USD,800.00,29.8500,"18,832.06",1.2681,29.87,"18,644.82"
Cleco Corp.,US12561W1053,USD,"1,000.00",25.7000,"20,267.34",1.2681,24.03,"18,798.51"
Loew's Corp. - Carolina Group,US5404242076,USD,500.00,57.1000,"22,514.89",1.2681,49.31,"20,757.20"
Trico Marine Services Inc.,US8961062002,USD,700.00,34.8400,"19,232.68",1.2681,33.37,"18,133.15"
Stora Enso Oyj ADR,US86210M1062,USD,"1,900.00",16.0600,"24,063.72",1.2681,13.94,"20,553.66"
Air Methods Corp.,US0091283079,USD,"1,300.00",25.1000,"25,732.42",1.2681,20.93,"21,254.55"
Imperial Sugar Co.,US4530962087,USD,"2,400.00",26.2900,"49,758.29",1.2681,31.91,"62,939.35"
Cincinnati Financial Corp.,US1720621010,USD,500.00,46.0600,"18,161.74",1.2681,48.63,"19,192.86"
Group 1 Automotive Inc.,US3989051095,USD,"1,100.00",51.6700,"44,822.37",1.2681,46.28,"42,858.72"
ExpressJet Holdings Inc.,US30218U1088,USD,"3,700.00",7.9500,"23,197.03",1.2681,6.98,"20,393.55"
POSCO Ltd. ADR,US6934831099,USD,"1,200.00",69.5500,"65,817.59",1.2681,62.17,"61,229.05"
Arch Coal Inc.,US0393801008,USD,600.00,36.0000,"17,034.03",1.2681,46.95,"22,446.84"
Safety Insurance Group Inc.,US78648T1007,USD,"1,000.00",50.1400,"39,541.03",1.2681,49.61,"39,323.82"
Columbus McKinnon Corp.,US1993331057,USD,"1,300.00",21.4900,"22,031.47",1.2681,20.16,"20,620.98"
Aleris International Inc.,US0144771039,USD,"1,000.00",51.3100,"40,463.70",1.2681,51.43,"40,597.80"
Aspreva Pharmaceuticals Corp.,CA04538T1093,USD,900.00,18.9900,"13,478.18",1.2681,28.60,"21,472.41"
WCI Communities Inc.,US92923C1045,USD,"1,200.00",15.5900,"14,753.36",1.2681,21.55,"20,606.03"
United Industrial Corp.,US9106711065,USD,"1,000.00",44.6000,"35,172.11",1.2681,49.08,"38,743.42"
,,,,,,,,
Inventarliste für GALIPLAN Aktien Global AMI*,,,,,,,,
per 27.10.2006,,,,,,,,
,,,,,,,,
,,,,,,,,
WP-Name,ISIN,Whg.,Anzahl,Bewertungskurs,Volumen in Depotwhg.,Fremdwhg.kurs,Einstandskurs,Buchwert DW
Futures,,,,,"-221,596.10",,,
DAX Index Future Dezember 2006,,EUR,-125.00,17.5000,"-39,312.50",1.0000,0.00,0.00
,,,,,,,,
MDAX Index Future Dezember 2006,,EUR,-50.00,59.0000,"-19,800.00",1.0000,0.00,0.00
,,,,,,,,
Russell 2000 E-mini Future Dezember 2006,,USD,"-3,400.00",9.3000,"-104,411.13",1.2681,0.00,0.00
,,,,,,,,
Nasdaq 100 E-mini Future Dezember 2006,,USD,-520.00,21.5000,"-37,123.65",1.2681,0.00,0.00
,,,,,,,0.00,0.00
S&P 500 E-mini Future Dezember 2006,,USD,-450.00,8.1000,"-20,948.82",1.2681,0.00,0.00
,,,,,,,0.00,0.00
,,,,,,,,
,,,,,,,,
Inventarliste für GALIPLAN Aktien Global AMI* per 27.10.2006,,,,,,,Seite 7 von 7,
