Code,Desc,Contract#,Contract URL,eLinks,Contract Thumbnail,Alias,Category (50),CUA Services Heading1 (500),CUA Services Desc1 (max),CUA Service Dot Points1,CUA Services Heading2 (500),CUA Services Desc2 (max),CUA Service Points2,CUA Services Heading3 (500),CUA Services Desc3 (max),CUA Service Points3,Contract Term,ExtensionOpt,ContractTypeShort,Contract Type,Buyers Tips Heading,Buyers Tips Desc,Buyers Tips Points,Contact Manager 1,CM Phone 1,CM Email 1,Contact Manager 2,CM Phone 2,CM Email 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Price Schedule,HCNS105006,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=HCNS105006,http://infopage.gem.wa.gov.au/docs/Price_Schedule_-_105006.xls?,http://image.ogp.wa.gov.au/portals/1/ContractsWA/PriceSchedule.gif?,"CUA HCNS105006, Non-Sterile Examination Gloves, Vinyl nitrile non-sterile examination gloves, Exam, ansell kimberly mediflex promedica, price schedule matrix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Document Transfer Services,,,,,,TN,,,"<ul><li>Collection and lodgement of postal articles at Australia Post</li><li>Transfer of member to member documents (e.g. documents to/from other sites within your agency and other agencies)</li><li>Mail separation and completion of a mailing statement (optional)</li><li>Collection from a post office box and delivery to the customer site (optional)</li></ul>",,,,,,,2 September 2006 to 1 September 2014,,Mandatory (Perth Metropolitan Only),"Mandatory (Perth Metropolitan Only)<br>Quotes not required",Buyers Tips,,"<ul><li>Pay close attention to nominated Weight Breaks as additional charges apply when these are exceeded at collection.</li> <li>Ensure that invoicing charges are understood with respect to excess weight charges.</li> <li>Liaise with the supplier to establish the most cost-effective service regime, given the greater choices available.</li> <li>Plan ahead for bulk mail-outs; a discount applies to excess weight fees for non-standard volume increases where 48 hours notice is given to the supplier.</li></ul>",Kathryn Short,(08) 6551 1583,kathryn.short@finance.wa.gov.au,"<FONT COLOR=""#810081""><b>I am unsure which Transport CUA to use, take me to the </b></FONT><a href=""/TransportCUA.html?"" target=_new><b>Decision Tree</b></a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Decision Tree,CUA58810,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=CUA58810,http://www.contractswa.finance.wa.gov.au/TransportCUA.html?,http://image.ogp.wa.gov.au/portals/1/ContractsWA/DecisionTree_thumbnail.gif?,"CUA CUA58810, Document Transfer Services, Collection lodgement postal articles Australia Post, Transfer member to member documents, Mail separation,  mailing statement, post office collection, customer site delivery, toll priority, contract information, buyers guide, buying smarter brochure, contract information, price schedule, transport, contract information ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Business Machines and Business Machines Consumables,,,,,,IT,,,"<ul><li>Photocopier Multifunctional Devices and Associated Consumables</li><li>Printer Multifunctional Devices and Associated Consumables</li><li>Printers and Associated Consumables</li><li>Facsimiles and Associated Consumables</li><li>Consumables and Associated Services</li></ul>",,,,,,,1 December 2009 to 30 November 2012,(plus two 1 year extension options),Mandatory (Perth Metropolitan Only),"Mandatory (Perth Metropolitan Only)<br>Quotes not required if using Pick and Buy",Buyers Tips,,"<ul><li>Buy according to your needs and consider adopting the standard specifications. They are designed to meet the needs of most public sector agencies.</li><li>Standardise your agency&#39;s fleet of business machines. This reduces training, implementation, support and maintenance costs, thereby reducing your Total Cost of Ownership (TCO).</li><li>Choose your business machines based on TCO and not just purchase price.</li><li>Plan purchases in advance and buy your business machines in packages to take advantage of volume discounts.</li><li>If you are in a country region, choose a contractor who has a local authorised dealer. This will make distribution and after sales service quicker and cheaper.</li></ul>",Kirri Kable,(08) 6551 1395,kirri.kable@finance.wa.gov.au,Ivor Lee,(08) 6551 1432,ivor.lee@finance.wa.gov.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Buyers Guide,CUA25307,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=CUA25307,http://infopage.gem.wa.gov.au/docs/Buying_Guide_-_25307.pdf?,http://image.ogp.wa.gov.au/portals/1/ContractsWA/BuyersGuide_Generic.gif?,"CUA 25307, Business Machines Consumables, fuji xerox, aussie it, corporate express, laser exchange, toner action, printers, multifunctional devices, photocopiers, faxes, facsimilies, buyers guide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Pick and Buy Form,CUA25307,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=CUA25307,http://infopage.gem.wa.gov.au/docs/Pick_And_Buy_Form_25307.doc?,http://image.ogp.wa.gov.au/portals/1/ContractsWA/OrderForm.gif?,"CUA 25307, Business Machines Consumables, fuji xerox, aussie it, corporate express, laser exchange, toner action, printers, multifunctional devices, photocopiers, faxes, facsimilies, pick and buy form",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,eDecision Aid - Business Machines,CUA25307,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=CUA25307,http://eda.contractswa.finance.wa.gov.au/index.jsp?CuaNumber=CUA25307,http://image.ogp.wa.gov.au/portals/1/ContractsWA/eDA.gif?,"CUA 25307, Business Machines Consumables, fuji xerox, aussie it, corporate express, laser exchange, toner action, printers, multifunctional devices, photocopiers, faxes, facsimilies, edecision aid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Specification Guide - Fuji Xerox,CUA25307,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=CUA25307,http://infopage.gem.wa.gov.au/docs/25307_Specification_Guide_Fuji.pdf?,http://image.ogp.wa.gov.au/portals/1/ContractsWA/SpecificationGuide.gif?,"CUA 25307, Business Machines Consumables, fuji xerox, aussie it, corporate express, laser exchange, toner action, fiji xerox, konica, kyocera, lanier, lexmark, ricoh, toshiba, printers, multifunctional devices, photocopiers, faxes, facsimilies, specificat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Specification Guide - Konica,CUA25307,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=CUA25307,http://infopage.gem.wa.gov.au/docs/25307_Specification_Guide_Konica.pdf?,http://image.ogp.wa.gov.au/portals/1/ContractsWA/SpecificationGuide.gif?,"CUA 25307, Business Machines Consumables, fuji xerox, aussie it, corporate express, laser exchange, toner action, fiji xerox, konica, kyocera, lanier, lexmark, ricoh, toshiba, printers, multifunctional devices, photocopiers, faxes, facsimilies, specificat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Specification Guide - Kyocera,CUA25307,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=CUA25307,http://infopage.gem.wa.gov.au/docs/25307_Specification_Guide_Kyocera.pdf?,http://image.ogp.wa.gov.au/portals/1/ContractsWA/SpecificationGuide.gif?,"CUA 25307, Business Machines Consumables, fuji xerox, aussie it, corporate express, laser exchange, toner action, fiji xerox, konica, kyocera, lanier, lexmark, ricoh, toshiba, printers, multifunctional devices, photocopiers, faxes, facsimilies, specificat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Product Catalogue - Consumables (Original),CUA25307,http://www.contractswa.finance.wa.gov.au/contractinfo.jsp?CuaNo=CUA25307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131001,Facsimiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100101,Brother Fax 2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100102,"Brother Fax 2850, MFC-4800, 9160, 9180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100103,Brother Fax 2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100104,Brother Fax 8070P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100105,Lanier 5623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100106,Lanier 5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100107,Ricoh Fax 1130L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100108,Brother Fax 1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100109,"Brother Fax 1980, 1980MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100110,Brother Fax 645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100111,"Brother Fax 685, 685MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100112,Brother Fax 727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100113,"Brother Fax 737, 737MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100114,Brother Fax 780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100115,Brother Fax 817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100116,Brother Fax 827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100117,"Brother Fax 837, 837MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100118,Brother Fax PC501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100119,Canon Fax 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100120,Canon Fax 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100121,Canon Fax 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100122,Canon Fax 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100123,Canon Fax 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100124,Canon Fax 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100125,Canon Fax 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100126,Canon Fax 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100127,Canon Fax 250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100128,Canon Fax 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100129,Canon Fax 290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100130,Canon Fax 295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100131,Canon Fax 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100132,Canon Fax 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100133,Canon Fax 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100134,"Canon Fax 340, 340F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100135,Canon Fax 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100136,Canon Fax 3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100137,Canon Fax 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100138,Canon Fax 390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100139,Canon Fax 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100140,Canon Fax 4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100141,Canon Fax 450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100142,Canon Fax 4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100143,Canon Fax 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100144,Canon Fax 5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100145,Canon Fax 501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100146,Canon Fax 5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13100147,Canon Fax 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
