,BLOCK CLAIM LIABILITY REPORT Reported Lag Triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-1998, 1.1624 ," 2,826.46 "," 109,763 "," 637,273 "," 6,022 "," 55,145 "," 17,920 "," 25,255 "," 5,019 ", 402 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-1999, 1.1569 ," 2,835.06 "," 109,763 "," 825,464 "," 31,494 "," 39,304 "," 24,477 "," 9,937 "," 4,149 ", 402 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-1999, 1.1513 ," 2,816.63 "," 164,681 "," 946,010 "," 13,659 "," 80,920 "," 40,769 "," 15,086 "," 8,570 "," 4,171 ", 913 , 593 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-1999, 1.1456 ," 2,829.58 "," 164,681 "," 1,134,597 "," 57,935 "," 68,120 "," 13,660 "," 10,719 "," 11,697 "," 1,703 ", 254 , 593 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-1999, 1.1401 ," 2,910.37 "," 171,773 "," 1,275,375 "," 16,933 "," 64,705 "," 35,845 "," 36,513 "," 13,434 "," 1,335 "," 1,739 ", 150 , 64 ," 1,055 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-1999, 1.1346 ," 2,874.03 "," 171,773 "," 1,409,504 "," 36,127 "," 62,953 "," 22,027 "," 34,250 "," 12,905 "," 1,541 ", 701 , 150 , 64 ," 1,055 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-1999, 1.1291 ," 2,840.92 "," 294,045 "," 1,544,624 "," 16,631 "," 145,028 "," 48,307 "," 6,744 "," 43,499 "," 10,999 "," 6,831 "," 14,862 ", 638 , 86 , -   , 420 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-1999, 1.1236 ," 2,830.39 "," 294,045 "," 1,862,562 "," 98,502 "," 96,530 "," 25,198 "," 25,454 "," 21,540 "," 10,627 ", 188 ," 14,862 ", 711 , 13 , 420 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Aug-1999, 1.1182 ," 2,957.81 "," 111,076 "," 2,065,877 "," 8,178 "," 50,538 "," 21,390 "," 25,812 "," 3,445 ", (482)," 1,182 ", 512 , 61 , (300), -   , 454 , 286 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-1999, 1.1127 ," 2,973.89 "," 111,076 "," 2,185,577 "," 22,133 "," 43,202 "," 19,233 "," 23,721 "," 1,187 ", (269), 856 , 553 , 20 , (300), 374 , 80 , 286 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-1999, 1.1073 ," 2,943.35 "," 171,436 "," 2,331,882 "," 8,887 "," 57,900 "," 69,592 "," 13,073 "," 3,966 "," 7,382 ", 990 ," 1,455 "," 1,212 ", 252 , (208)," 4,466 ", 924 , 85 ," 1,460 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-1999, 1.1019 ," 3,014.08 "," 171,436 "," 2,499,783 "," 31,566 "," 83,114 "," 23,227 "," 13,635 "," 5,991 "," 3,977 ", 323 ," 1,412 "," 1,242 ", 450 , (376)," 4,430 ", 900 , 85 ," 1,460 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-1999, 1.0966 ," 3,018.72 "," 111,538 "," 2,698,648 "," 1,321 "," 33,300 "," 30,097 "," 27,921 "," 5,276 "," 1,752 "," 9,245 ", 117 , 216 , 314 , 204 , 442 , 561 , 179 , 17 , 273 , 135 , 168 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-2000, 1.0913 ," 3,003.32 "," 111,538 "," 2,800,104 "," 14,982 "," 44,836 "," 31,946 "," 3,681 "," 2,985 "," 1,328 "," 9,314 ", 117 , 56 , 430 , 88 , 538 , 508 , 153 , -   , 273 , 303 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-2000, 1.0860 ," 3,006.06 "," 211,563 "," 2,919,842 "," 9,736 "," 90,376 "," 64,236 "," 12,899 "," 29,961 ", 702 ," 1,231 ", 530 , 991 , 30 , -   , -   , -   , -   , -   , 791 , -   , -   , -   , 80 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-2000, 1.0808 ," 3,001.39 "," 211,563 "," 3,153,697 "," 68,074 "," 108,795 "," 22,323 "," 1,146 "," 6,942 ", 821 ," 1,096 ", 511 , 954 , 30 , -   , -   , -   , -   , -   , 791 , -   , -   , -   , 80 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-2000, 1.0755 ," 3,027.80 "," 183,194 "," 3,351,480 "," 10,201 "," 90,658 "," 24,213 "," 20,107 "," 28,866 "," 6,492 "," 1,428 ", 616 , 53 , 168 , -   , -   , -   , -   , -   , -   , -   , 392 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-2000, 1.0703 ," 3,053.26 "," 183,194 "," 3,564,478 "," 80,043 "," 39,941 "," 10,905 "," 38,977 "," 4,745 "," 6,586 "," 1,310 ", 107 , 20 , 168 , -   , -   , -   , -   , -   , -   , -   , 392 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-2000, 1.0652 ," 3,019.49 "," 329,297 "," 3,677,137 "," 4,501 "," 74,638 "," 87,955 "," 99,302 "," 13,877 "," 20,118 "," 5,661 "," 21,364 ", 159 , 480 , 28 , 693 , -   , -   , 131 , -   , 294 , -   , -   , 96 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-2000, 1.0600 ," 3,006.07 "," 329,297 "," 3,847,679 "," 45,495 "," 81,868 "," 96,720 "," 55,381 "," 3,174 "," 17,865 "," 5,653 "," 21,419 ", -   , 480 , 702 , 19 , -   , 131 , -   , -   , 294 , -   , -   , 96 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Aug-2000, 1.0549 ," 2,987.36 "," 281,510 "," 4,091,290 "," 2,952 "," 58,928 "," 130,303 "," 52,128 "," 14,870 "," 3,898 "," 15,681 "," 1,013 ", 981 , 121 , -   , 84 , 213 , 53 , -   , -   , -   , 210 , 75 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-2000, 1.0498 ," 2,953.34 "," 281,510 "," 4,386,439 "," 22,590 "," 127,706 "," 52,799 "," 53,458 "," 8,807 "," 2,747 "," 11,162 ", 581 ," 1,025 ", -   , -   , 84 , 213 , 53 , -   , -   , 210 , -   , 75 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-2000, 1.0447 ," 2,927.27 "," 183,309 "," 4,731,427 "," 2,217 "," 50,074 "," 38,342 "," 59,896 "," 12,140 "," 3,146 "," 1,154 "," 9,723 ", 403 , -   ," 1,132 ", 177 , 160 ," 3,268 ", 288 , 398 , 57 , 734 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-2000, 1.0396 ," 2,897.23 "," 183,309 "," 4,933,772 "," 19,627 "," 78,051 "," 32,446 "," 30,039 "," 3,104 "," 8,621 "," 1,405 "," 3,535 ", 707 , 57 , 692 , 229 ," 3,279 ", 40 , 328 , 415 , -   , 734 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-2000, 1.0346 ," 2,887.18 "," 83,695 "," 5,150,255 "," 5,402 "," 16,943 "," 34,607 "," 6,988 "," 3,602 "," 2,116 "," 7,375 ", 474 ," 3,162 "," 1,388 ", 160 , 284 , 406 , 788 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-2001, 1.0295 ," 2,887.80 "," 83,695 "," 5,317,053 "," 15,456 "," 19,047 "," 26,813 "," 7,995 ", 520 ," 1,792 "," 5,685 ", 405 ," 4,138 ", 206 , 360 , 188 , 302 , 788 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-2001, 1.0246 ," 2,887.03 "," 140,421 "," 5,453,774 ", 544 ," 16,998 "," 37,793 "," 49,731 "," 28,448 "," 2,175 "," 1,814 ", 333 , 718 ," 1,341 ", 64 , 28 , -   , -   , 256 , 108 , 70 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-2001, 1.0196 ," 2,848.34 "," 140,421 "," 5,532,193 "," 8,442 "," 51,447 "," 16,192 "," 58,463 "," 1,725 "," 1,611 ", 455 , 881 , 679 , 64 , 28 , -   , -   , -   , 256 , 108 , 70 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-2001, 1.0147 ," 2,809.87 "," 122,179 "," 5,646,463 "," 1,180 "," 33,425 "," 35,398 "," 24,109 "," 7,879 "," 9,007 "," 1,278 "," 1,250 ", 572 , 253 , -   , -   , (247), 266 ," 7,809 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-2001, 1.0098 ," 2,815.61 "," 122,179 "," 5,787,714 "," 24,336 "," 38,853 "," 23,133 "," 13,306 "," 5,789 "," 5,946 "," 1,041 "," 1,381 ", 313 , 253 , -   , -   , (247), 266 ," 7,809 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-2001, 1.0048 ," 2,810.52 ", -   ," 5,962,791 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-2001, 1.0000 ," 2,830.07 ", -   ," 6,020,883 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,," 104,079.17 "," 6,121,426 ",," 821,679 "," 2,343,762 "," 1,264,074 "," 955,052 "," 318,112 "," 138,511 "," 95,965 "," 99,499 "," 19,159 "," 8,094 "," 3,668 "," 12,616 "," 7,544 "," 6,155 "," 19,814 "," 3,157 "," 1,433 "," 2,630 ", 150 , 352 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Completion Factor Development Based on the Last k Months of Data For Each Lag Month Column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,  k =,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
A. Claims       ……………………………………………,,,," 488,690 "," 25,516 "," 123,725 "," 112,516 "," 140,298 "," 34,295 "," 14,704 "," 15,619 "," 14,313 "," 3,116 ", 601 , 730 , 796 , -   , -   , -   ," 1,855 ", 438 , 168 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
B. Trended Claims       …………………………………,,,," 498,817 "," 25,772 "," 125,604 "," 114,510 "," 143,256 "," 35,168 "," 15,225 "," 16,149 "," 14,933 "," 3,267 ", 636 , 774 , 847 , -   , -   , -   ," 2,012 ", 479 , 184 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C. Exposure      …………………………………………,,,,," 11,266 "," 11,284 "," 11,361 "," 11,433 "," 11,510 "," 11,559 "," 11,599 "," 11,665 "," 11,765 "," 11,874 "," 11,966 "," 12,066 "," 12,107 "," 12,102 "," 12,089 "," 12,039 "," 12,029 "," 12,042 "," 11,979 "," 11,950 "," 11,889 "," 11,705 "," 11,603 "," 11,503 "," 11,456 "," 11,455 "," 11,431 "," 11,392 "," 11,308 "," 11,259 "," 11,170 "," 10,999 "," 10,749 "," 7,968 "," 5,240 "," 2,576 "
D. Monthly Claim Costs       ……………………………,,,, 43.76 , 2.29 , 11.13 , 10.08 , 12.53 , 3.06 , 1.32 , 1.39 , 1.28 , 0.28 , 0.05 , 0.06 , 0.07 , -   , -   , -   , 0.17 , 0.04 , 0.02 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
E. Cumulative Costs       ………………………………,,,,, 2.29 , 13.42 , 23.50 , 36.03 , 39.08 , 40.40 , 41.79 , 43.07 , 43.35 , 43.40 , 43.47 , 43.54 , 43.54 , 43.54 , 43.54 , 43.71 , 43.75 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 , 43.76 
F. Completion Factors       ……………………………,,,,, 0.052 , 0.307 , 0.537 , 0.823 , 0.893 , 0.923 , 0.955 , 0.984 , 0.991 , 0.992 , 0.993 , 0.995 , 0.995 , 0.995 , 0.995 , 0.999 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 , 1.000 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,REPORTED CLAIMS / NUMBER OF MONTHS BETWEEN INCURRED AND REPORTED DATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reported,,,Total Paid,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
Aug-1998,,," 25,147 ",," 25,147 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-1998,,," 105,325 ",," 31,253 "," 74,072 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-1998,,," 98,152 ",," 30,186 "," 67,966 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-1998,,," 207,773 ",," 49,927 "," 157,846 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-1998,,," 200,876 ",," 6,022 "," 140,535 "," 54,319 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-1999,,," 188,191 ",," 31,494 "," 55,145 "," 51,889 "," 49,663 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-1999,,," 120,546 ",," 13,659 "," 39,304 "," 17,920 "," 49,663 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-1999,,," 188,587 ",," 57,935 "," 80,920 "," 24,477 "," 25,255 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-1999,,," 140,778 ",," 16,933 "," 68,120 "," 40,769 "," 9,937 "," 5,019 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-1999,,," 134,129 ",," 36,127 "," 64,705 "," 13,660 "," 15,086 "," 4,149 ", 402 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-1999,,," 135,120 ",," 16,631 "," 62,953 "," 35,845 "," 10,719 "," 8,570 ", 402 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-1999,,," 317,938 ",," 98,502 "," 145,028 "," 22,027 "," 36,513 "," 11,697 "," 4,171 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Aug-1999,,," 203,315 ",," 8,178 "," 96,530 "," 48,307 "," 34,250 "," 13,434 "," 1,703 ", 913 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-1999,,," 119,700 ",," 22,133 "," 50,538 "," 25,198 "," 6,744 "," 12,905 "," 1,335 ", 254 , 593 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-1999,,," 146,305 ",," 8,887 "," 43,202 "," 21,390 "," 25,454 "," 43,499 "," 1,541 "," 1,739 ", 593 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-1999,,," 167,901 ",," 31,566 "," 57,900 "," 19,233 "," 25,812 "," 21,540 "," 10,999 ", 701 , 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-1999,,," 198,865 ",," 1,321 "," 83,114 "," 69,592 "," 23,721 "," 3,445 "," 10,627 "," 6,831 ", 150 , 64 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-2000,,," 101,456 ",," 14,982 "," 33,300 "," 23,227 "," 13,073 "," 1,187 ", (482), 188 ," 14,862 ", 64 ," 1,055 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-2000,,," 119,738 ",," 9,736 "," 44,836 "," 30,097 "," 13,635 "," 3,966 ", (269)," 1,182 "," 14,862 ", 638 ," 1,055 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-2000,,," 233,855 ",," 68,074 "," 90,376 "," 31,946 "," 27,921 "," 5,991 "," 7,382 ", 856 , 512 , 711 , 86 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-2000,,," 197,783 ",," 10,201 "," 108,795 "," 64,236 "," 3,681 "," 5,276 "," 3,977 ", 990 , 553 , 61 , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
May-2000,,," 212,998 ",," 80,043 "," 90,658 "," 22,323 "," 12,899 "," 2,985 "," 1,752 ", 323 ," 1,455 ", 20 , (300), 420 , 420 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jun-2000,,," 112,659 ",," 4,501 "," 39,941 "," 24,213 "," 1,146 "," 29,961 "," 1,328 "," 9,245 "," 1,412 "," 1,212 ", (300), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jul-2000,,," 170,542 ",," 45,495 "," 74,638 "," 10,905 "," 20,107 "," 6,942 ", 702 ," 9,314 ", 117 ," 1,242 ", 252 , 374 , 454 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Aug-2000,,," 243,611 ",," 2,952 "," 81,868 "," 87,955 "," 38,977 "," 28,866 ", 821 ," 1,231 ", 117 , 216 , 450 , (208), 80 , 286 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Sep-2000,,," 295,149 ",," 22,590 "," 58,928 "," 96,720 "," 99,302 "," 4,745 "," 6,492 "," 1,096 ", 530 , 56 , 314 , (376)," 4,466 ", 286 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Oct-2000,,," 344,988 ",," 2,217 "," 127,706 "," 130,303 "," 55,381 "," 13,877 "," 6,586 "," 1,428 ", 511 , 991 , 430 , 204 ," 4,430 ", 924 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Nov-2000,,," 202,345 ",," 19,627 "," 50,074 "," 52,799 "," 52,128 "," 3,174 "," 20,118 "," 1,310 ", 616 , 954 , 30 , 88 , 442 , 900 , 85 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Dec-2000,,," 216,483 ",," 5,402 "," 78,051 "," 38,342 "," 53,458 "," 14,870 "," 17,865 "," 5,661 ", 107 , 53 , 30 , -   , 538 , 561 , 85 ," 1,460 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Jan-2001,,," 166,798 ",," 15,456 "," 16,943 "," 32,446 "," 59,896 "," 8,807 "," 3,898 "," 5,653 "," 21,364 ", 20 , 168 , -   , -   , 508 , 179 ," 1,460 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Feb-2001,,," 136,721 ",, 544 ," 19,047 "," 34,607 "," 30,039 "," 12,140 "," 2,747 "," 15,681 "," 21,419 ", 159 , 168 , -   , -   , -   , 153 , 17 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Mar-2001,,," 78,419 ",," 8,442 "," 16,998 "," 26,813 "," 6,988 "," 3,104 "," 3,146 "," 11,162 "," 1,013 ", -   , 480 , -   , -   , -   , -   , -   , 273 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Apr-2001,,," 114,270 ",," 1,180 "," 51,447 "," 37,793 "," 7,995 "," 3,602 "," 8,621 "," 1,154 ", 581 , 981 , 480 , 28 , -   , -   , -   , -   , 273 , 135 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
