38.46 ,0 ,HC,Hanover Compressor Common,0.01 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,,0 ,0 ,"1,035,731 ","1,035,731 ",,0 ,0 ,"1,035,731 ","1,035,731 ",,,,,Hanover Compressor Common,,,,,,,,,,,,,,,,,,,,Hanover Compressor Common, -   , -   , -   , -   ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"21,750,356 ",0 ,"1,035,731 ","22,786,088 ","(621,439)",0 ,0 ,"(621,439)","1,242,878 ",0 ,0 ,"1,242,878 ","207,146 ",0 ,0 ,"207,146 ","(6,628,680)",0 ,0 ,"(6,628,680)","(6,628,680)",0 ,0 ,"(6,628,680)","(9,321,581)",0 ,0 ,"(9,321,581)","(1,035,731)",0 ,0 ,"(1,035,731)","(828,585)",0 ,0 ,"(828,585)","11,600,190 ",0 ,0 ,"11,600,190 ","5,800,095 ",0 ,0 ,"5,800,095 ","5,385,803 ",0 ,0 ,"5,385,803 ","1,242,878 ",0 ,0 ,"1,242,878 ","(2,278,609)",0 ,0 ,"(2,278,609)","6,628,680 ",0 ,0 ,"6,628,680 ","10,978,751 ",0 ,0 ,"10,978,751 ","(2,071,463)",0 ,0 ,"(2,071,463)"
56.31 ,"4,521,331 ",TDI.TO,Fuelcell Energy,(3.19),"(255,924)",0 ,0 ,"(255,924)",,"(750,210)",0 ,0 ,"(750,210)",,"(1,219,404)",0 ,0 ,"(1,219,404)",,"(983,553)",0 ,0 ,"(983,553)",,"(983,553)",0 ,0 ,"(983,553)",,,,,Fuelcell Energy,,,,,,,,,,,,,,,,,,,,Fuelcell Energy," (494,285.31)", -   , -   ," (494,285.31)","(506,831)",0 ,0 ,"(506,831)","(235,852)",0 ,0 ,"(235,852)","20,073 ",0 ,0 ,"20,073 ","228,325 ",0 ,0 ,"228,325 ","(27,600)",0 ,0 ,"(27,600)","(60,218)",0 ,0 ,"(60,218)","(381,378)",0 ,0 ,"(381,378)","140,508 ",0 ,0 ,"140,508 ","140,508 ",0 ,0 ,"140,508 ","60,218 ",0 ,0 ,"60,218 ","371,341 ",0 ,0 ,"371,341 ","(260,943)",0 ,0 ,"(260,943)","(306,106)",0 ,0 ,"(306,106)","(175,634)",0 ,0 ,"(175,634)","(426,541)",0 ,0 ,"(426,541)","376,359 ",0 ,0 ,"376,359 ","301,088 ",0 ,0 ,"301,088 ","(35,127)",0 ,0 ,"(35,127)","672,429 ",0 ,0 ,"672,429 ","(281,015)",0 ,0 ,"(281,015)","627,266 ",0 ,0 ,"627,266 ","416,504 ",0 ,0 ,"416,504 ","109,144 ",0 ,0 ,"109,144 ","237,106 ",0 ,0 ,"237,106 ","(792,864)",0 ,0 ,"(792,864)","(321,160)",0 ,0 ,"(321,160)","(155,562)",0 ,0 ,"(155,562)","(461,668)",0 ,0 ,"(461,668)","(747,701)",0 ,0 ,"(747,701)","451,631 ",0 ,0 ,"451,631 ","557,012 ",0 ,0 ,"557,012 ","95,344 ",0 ,0 ,"95,344 ","163,089 ",0 ,0 ,"163,089 ","(112,908)",0 ,0 ,"(112,908)","296,069 ",0 ,0 ,"296,069 ","(332,451)",0 ,0 ,"(332,451)","(23,836)",0 ,0 ,"(23,836)","311,124 ",0 ,0 ,"311,124 "
1.69 ,"246,457 ",INLN.OB,Inland Common,0.00 ,0 ,0 ,0 ,0 ,,"(27,384)",0 ,0 ,"(27,384)",,"9,128 ",0 ,0 ,"9,128 ",,"109,537 ",0 ,0 ,"109,537 ",,"109,537 ",0 ,0 ,"109,537 ",,,,,Inland Common,,,,,,,,,,,,,,,,,,,,Inland Common," (27,384.14)", -   , -   ," (27,384.14)",0 ,0 ,0 ,0 ,"(27,384)",0 ,0 ,"(27,384)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"36,512 ",0 ,0 ,"36,512 ",0 ,0 ,0 ,0 ,"18,256 ",0 ,0 ,"18,256 ",0 ,0 ,0 ,0 ,"(18,256)",0 ,0 ,"(18,256)",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"18,256 ",0 ,0 ,"18,256 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"36,512 ",0 ,0 ,"36,512 ","31,948 ",0 ,0 ,"31,948 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"13,692 ",0 ,0 ,"13,692 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"(9,128)",0 ,0 ,"(9,128)",0 ,0 ,0 ,0 ,"(9,128)",0 ,0 ,"(9,128)","(18,256)",0 ,0 ,"(18,256)","(9,128)",0 ,0 ,"(9,128)","(18,256)",0 ,0 ,"(18,256)",0 ,0 ,0 ,0 ,"(54,768)",0 ,0 ,"(54,768)",0 ,0 ,0 ,0 ,"(18,256)",0 ,0 ,"(18,256)"
," $4,767,788 ",,US Publics Total,,"(255,924)",0 ,0 ,"(255,924)",,"(777,594)",0 ,0 ,"(777,594)",0 ,"(1,210,276)",0 ,0 ,"(1,210,276)",0 ,"(874,016)",0 ,"1,035,731 ","161,715 ",0 ,"(874,016)",0 ,"1,035,731 ","161,715 ",,,,,,,,,,,,,,,,,,,,,,,,,0," $(521,669.45)", $-   , $-   ," $(521,669.45)","(506,831)",0 ,0 ,"(506,831)","(263,236)",0 ,0 ,"(263,236)","20,073 ",0 ,0 ,"20,073 ","228,325 ",0 ,0 ,"228,325 ","(27,600)",0 ,0 ,"(27,600)","(23,705)",0 ,0 ,"(23,705)","(381,378)",0 ,0 ,"(381,378)","158,764 ",0 ,0 ,"158,764 ","140,508 ",0 ,0 ,"140,508 ","41,961 ",0 ,0 ,"41,961 ","371,341 ",0 ,0 ,"371,341 ","(260,943)",0 ,0 ,"(260,943)","(306,106)",0 ,0 ,"(306,106)","(175,634)",0 ,0 ,"(175,634)","(408,285)",0 ,0 ,"(408,285)","376,359 ",0 ,0 ,"376,359 ","301,088 ",0 ,0 ,"301,088 ","1,385 ",0 ,0 ,"1,385 ","704,377 ",0 ,0 ,"704,377 ","(281,015)",0 ,0 ,"(281,015)","627,266 ",0 ,0 ,"627,266 ","22,166,861 ",0 ,"1,035,731 ","23,202,592 ","(512,295)",0 ,0 ,"(512,295)","1,493,676 ",0 ,0 ,"1,493,676 ","(585,718)",0 ,0 ,"(585,718)","(6,949,840)",0 ,0 ,"(6,949,840)","(6,784,242)",0 ,0 ,"(6,784,242)","(9,783,249)",0 ,0 ,"(9,783,249)","(1,715,895)",0 ,0 ,"(1,715,895)","(376,954)",0 ,0 ,"(376,954)","12,148,074 ",0 ,0 ,"12,148,074 ","5,877,183 ",0 ,0 ,"5,877,183 ","5,539,764 ",0 ,0 ,"5,539,764 ","1,111,714 ",0 ,0 ,"1,111,714 ","(1,982,539)",0 ,0 ,"(1,982,539)","6,241,461 ",0 ,0 ,"6,241,461 ","10,954,915 ",0 ,0 ,"10,954,915 ","(1,778,595)",0 ,0 ,"(1,778,595)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, Canadian Publics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,Public, -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.66 ,0 ,AET-T^,ARC Energy Trust Unit Common,0.04 ,0 ,0 ,0 ,0 ,,"(82,839)",0 ,0 ,"(82,839)",,"(337,044)",0 ,0 ,"(337,044)",,"(13,681)",0 ,0 ,"(13,681)",,"(13,681)",0 ,0 ,"(13,681)",,,,,ARC Energy Trust Unit Common,,,,,,,,,,,,,,,,,,,,ARC Energy Trust Unit Common," (82,838.87)", -   , -   ," (82,838.87)",0 ,0 ,0 ,0 ,"(258,967)",0 ,0 ,"(258,967)","155,986 ",0 ,0 ,"155,986 ","20,142 ",0 ,0 ,"20,142 ","(147,752)",0 ,0 ,"(147,752)","(4,248,869)",0 ,0 ,"(4,248,869)","4,142,415 ",0 ,0 ,"4,142,415 ","(39,434)",0 ,0 ,"(39,434)","60,584 ",0 ,0 ,"60,584 ","52,427 ",0 ,0 ,"52,427 ","46,432 ",0 ,0 ,"46,432 ","90,094 ",0 ,0 ,"90,094 ","51,959 ",0 ,0 ,"51,959 ","1,232 ",0 ,0 ,"1,232 ","8,120 ",0 ,0 ,"8,120 ","(1,556)",0 ,0 ,"(1,556)","(3,115)",0 ,0 ,"(3,115)","(18,236)",0 ,0 ,"(18,236)","(21,691)",0 ,0 ,"(21,691)","(15,267)",0 ,0 ,"(15,267)","51,118 ",0 ,0 ,"51,118 ","19,509 ",0 ,0 ,"19,509 ","(23,945)",0 ,0 ,"(23,945)","17,303 ",0 ,0 ,"17,303 ","60,359 ",0 ,0 ,"60,359 ",0 ,0 ,0 ,0 ,"28,910 ",0 ,0 ,"28,910 ","(41,438)",0 ,0 ,"(41,438)","(21,489)",0 ,0 ,"(21,489)","12,515 ",0 ,0 ,"12,515 ","18,424 ",0 ,0 ,"18,424 ",0 ,0 ,0 ,0 ,"47,346 ",0 ,0 ,"47,346 ","(54,963)",0 ,0 ,"(54,963)","42,679 ",0 ,0 ,"42,679 ","(69,996)",0 ,0 ,"(69,996)","15,067 ",0 ,0 ,"15,067 ","38,223 ",0 ,0 ,"38,223 "
0.45 ,"558,843 ",IEY,Impact Energy Common,0.02 ,"28,761 ",0 ,0 ,"28,761 ",,"(22,166)",0 ,0 ,"(22,166)",,"165,814 ",0 ,0 ,"165,814 ",,"464,303 ",0 ,"(55,001)","409,302 ",,"464,303 ",0 ,"(55,001)","409,302 ",,,,,Impact Energy Common,,,,,,,,,,,,,,,,,,,,Impact Energy Common," (50,927.13)", -   , -   ," (50,927.13)","16,837 ",0 ,0 ,"16,837 ","(8,797)",0 ,0 ,"(8,797)","(23,593)",0 ,0 ,"(23,593)","(35,374)",0 ,0 ,"(35,374)","187,954 ",0 ,0 ,"187,954 ","4,201,335 ",0 ,0 ,"4,201,335 ","(4,201,309)",0 ,0 ,"(4,201,309)","(36,401)",0 ,"(55,001)","(91,402)","55,923 ",0 ,0 ,"55,923 ","48,394 ",0 ,0 ,"48,394 ","42,860 ",0 ,0 ,"42,860 ","83,164 ",0 ,0 ,"83,164 ","47,962 ",0 ,0 ,"47,962 ","1,137 ",0 ,0 ,"1,137 ","7,496 ",0 ,0 ,"7,496 ","(1,436)",0 ,0 ,"(1,436)","(2,876)",0 ,0 ,"(2,876)","(16,833)",0 ,0 ,"(16,833)","(20,023)",0 ,0 ,"(20,023)","(14,093)",0 ,0 ,"(14,093)","47,186 ",0 ,0 ,"47,186 ","18,008 ",0 ,0 ,"18,008 ","(22,104)",0 ,0 ,"(22,104)","15,972 ",0 ,0 ,"15,972 ","55,716 ",0 ,0 ,"55,716 ",0 ,0 ,0 ,0 ,"26,686 ",0 ,0 ,"26,686 ","(38,251)",0 ,0 ,"(38,251)","(19,836)",0 ,0 ,"(19,836)","11,552 ",0 ,0 ,"11,552 ","17,007 ",0 ,0 ,"17,007 ",0 ,0 ,0 ,0 ,"43,704 ",0 ,0 ,"43,704 ","(50,735)",0 ,"8,389 ","(42,346)","39,396 ",0 ,0 ,"39,396 ","(64,611)",0 ,0 ,"(64,611)","13,908 ",0 ,0 ,"13,908 ","35,283 ",0 ,0 ,"35,283 "
," $558,843 ",,Canadian Publics Total,,"28,761 ",0 ,0 ,"28,761 ",,"(105,005)",0 ,0 ,"(105,005)",,"(171,231)",0 ,0 ,"(171,231)",,"450,622 ",0 ,"(55,001)","395,621 ",,"450,622 ",0 ,"(55,001)","395,621 ",,,,,,,,,,,,,,,,,,,,,,,,,0," $(133,766.00)", $-   , $-   ," $(133,766.00)","16,837 ",0 ,0 ,"16,837 ","(267,764)",0 ,0 ,"(267,764)","132,393 ",0 ,0 ,"132,393 ","(15,233)",0 ,0 ,"(15,233)","40,202 ",0 ,0 ,"40,202 ","(47,534)",0 ,0 ,"(47,534)","(58,894)",0 ,0 ,"(58,894)","(75,834)",0 ,"(55,001)","(130,835)","116,507 ",0 ,0 ,"116,507 ","100,822 ",0 ,0 ,"100,822 ","89,293 ",0 ,0 ,"89,293 ","173,258 ",0 ,0 ,"173,258 ","99,921 ",0 ,0 ,"99,921 ","2,369 ",0 ,0 ,"2,369 ","15,616 ",0 ,0 ,"15,616 ","(2,993)",0 ,0 ,"(2,993)","(5,991)",0 ,0 ,"(5,991)","(35,069)",0 ,0 ,"(35,069)","(41,714)",0 ,0 ,"(41,714)","(29,360)",0 ,0 ,"(29,360)","98,304 ",0 ,0 ,"98,304 ","37,517 ",0 ,0 ,"37,517 ","(46,049)",0 ,0 ,"(46,049)","33,275 ",0 ,0 ,"33,275 ","116,074 ",0 ,0 ,"116,074 ",0 ,0 ,0 ,0 ,"55,596 ",0 ,0 ,"55,596 ","(79,689)",0 ,0 ,"(79,689)","(41,324)",0 ,"(42,000)","(83,324)","24,067 ",0 ,0 ,"24,067 ","35,431 ",0 ,0 ,"35,431 ",0 ,0 ,0 ,0 ,"91,051 ",0 ,0 ,"91,051 ","(105,698)",0 ,"8,389 ","(97,309)","82,075 ",0 ,0 ,"82,075 ","(134,607)",0 ,0 ,"(134,607)","28,974 ",0 ,0 ,"28,974 ","73,506 ",0 ,0 ,"73,506 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,  U. S. Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,Private,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," 218,053,573.20 ",,Mariner,, -   , -   , -   , -   ,, -   , -   , -   , -   ,, -   , -   , -   , -   ,, -   , -   , -   , -   ,, -   , -   , -   , -   ,,,,,Mariner,,,,,,,,,,,,,,,,,,,,Mariner, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 603,457.20 ", -   , -   ," 603,457.20 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 57,200,000.00 ", -   , -   ," 57,200,000.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
, -   ,,#REF!,, -   , -   , -   , -   ,,#REF!,#REF!,#REF!,#REF!,, -   , -   , -   , -   ,, -   , -   , -   , -   ,, -   , -   , -   , -   ,,,,,#REF!,,,,,,,,,,,,,,,,,,,,#REF!, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
, -   ,,Heartland Steel Common Condor Raptor I,, -   , -   , -   , -   ,, -   , -   , -   , -   ,, -   , -   , -   , -   ,," (10,372,212.00)", -   ," 10,372,212.00 ", -   ,," (10,372,212.00)", -   ," 10,372,212.00 ", -   ,,,,,Heartland Steel Common Condor Raptor I,,,,,,,,,,,,,,,,,,,,Heartland Steel Common Condor Raptor I, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," (10,372,212.00)", -   ," 10,372,212.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
, -   ,,#REF!,, -   , -   , -   , -   ,,#REF!,#REF!,#REF!,#REF!,, -   , -   , -   , -   ,, -   , -   , -   , -   ,, -   , -   , -   , -   ,,,,,#REF!,,,,,,,,,,,,,,,,,,,,#REF!, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
